"database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","score","type","miRNA"
"diana_microt","MIMAT0018974","hsa-miR-4452","PTEN","5728","ENSG00000171862","0.977","predicted","hsa-miR-4452_PTEN"
"diana_microt","MIMAT0019359","hsa-miR-3974","PTEN","5728","ENSG00000171862","0.977","predicted","hsa-miR-3974_PTEN"
"diana_microt","MIMAT0019907","hsa-miR-4760-3p","PTEN","5728","ENSG00000171862","0.977","predicted","hsa-miR-4760-3p_PTEN"
"diana_microt","MIMAT0004683","hsa-miR-362-3p","PTEN","5728","ENSG00000171862","0.976","predicted","hsa-miR-362-3p_PTEN"
"diana_microt","MIMAT0005795","hsa-miR-1323","PTEN","5728","ENSG00000171862","0.976","predicted","hsa-miR-1323_PTEN"
"diana_microt","MIMAT0018185","hsa-miR-3911","HSDL2","84263","ENSG00000119471","0.976","predicted","hsa-miR-3911_HSDL2"
"diana_microt","MIMAT0019793","hsa-miR-4698","PTEN","5728","ENSG00000171862","0.975","predicted","hsa-miR-4698_PTEN"
"diana_microt","MIMAT0001629","hsa-miR-329-3p","PTEN","5728","ENSG00000171862","0.974","predicted","hsa-miR-329-3p_PTEN"
"diana_microt","MIMAT0015081","hsa-miR-548x-3p","PTEN","5728","ENSG00000171862","0.974","predicted","hsa-miR-548x-3p_PTEN"
"diana_microt","MIMAT0018990","hsa-miR-548aj-3p","PTEN","5728","ENSG00000171862","0.974","predicted","hsa-miR-548aj-3p_PTEN"
"diana_microt","MIMAT0004506","hsa-miR-33a-3p","PTEN","5728","ENSG00000171862","0.973","predicted","hsa-miR-33a-3p_PTEN"
"diana_microt","MIMAT0000459","hsa-miR-193a-3p","PTEN","5728","ENSG00000171862","0.973","predicted","hsa-miR-193a-3p_PTEN"
"diana_microt","MIMAT0015021","hsa-miR-3148","CYP1B1","1545","ENSG00000138061","0.973","predicted","hsa-miR-3148_CYP1B1"
"diana_microt","MIMAT0014981","hsa-miR-3119","HSDL2","84263","ENSG00000119471","0.973","predicted","hsa-miR-3119_HSDL2"
"diana_microt","MIMAT0000092","hsa-miR-92a-3p","PTEN","5728","ENSG00000171862","0.972","predicted","hsa-miR-92a-3p_PTEN"
"diana_microt","MIMAT0004921","hsa-miR-889-3p","PTEN","5728","ENSG00000171862","0.971","predicted","hsa-miR-889-3p_PTEN"
"diana_microt","MIMAT0021023","hsa-miR-5002-5p","CYP1B1","1545","ENSG00000138061","0.971","predicted","hsa-miR-5002-5p_CYP1B1"
"diana_microt","MIMAT0004804","hsa-miR-615-5p","OSBPL1A","114876","ENSG00000141447","0.971","predicted","hsa-miR-615-5p_OSBPL1A"
"diana_microt","MIMAT0003218","hsa-miR-92b-3p","PTEN","5728","ENSG00000171862","0.969","predicted","hsa-miR-92b-3p_PTEN"
"diana_microt","MIMAT0005576","hsa-miR-1226-5p","OSBPL1A","114876","ENSG00000141447","0.969","predicted","hsa-miR-1226-5p_OSBPL1A"
"diana_microt","MIMAT0019867","hsa-miR-4738-3p","PTEN","5728","ENSG00000171862","0.968","predicted","hsa-miR-4738-3p_PTEN"
"diana_microt","MIMAT0004593","hsa-miR-130a-5p","PTEN","5728","ENSG00000171862","0.967","predicted","hsa-miR-130a-5p_PTEN"
"diana_microt","MIMAT0005876","hsa-miR-1285-3p","PTEN","5728","ENSG00000171862","0.967","predicted","hsa-miR-1285-3p_PTEN"
"diana_microt","MIMAT0004954","hsa-miR-543","PTEN","5728","ENSG00000171862","0.966","predicted","hsa-miR-543_PTEN"
"diana_microt","MIMAT0019733","hsa-miR-4659b-5p","PTEN","5728","ENSG00000171862","0.966","predicted","hsa-miR-4659b-5p_PTEN"
"diana_microt","MIMAT0022268","hsa-miR-548as-3p","PTEN","5728","ENSG00000171862","0.965","predicted","hsa-miR-548as-3p_PTEN"
"diana_microt","MIMAT0022280","hsa-miR-5582-3p","PTEN","5728","ENSG00000171862","0.965","predicted","hsa-miR-5582-3p_PTEN"
"diana_microt","MIMAT0022728","hsa-miR-513c-3p","PTEN","5728","ENSG00000171862","0.965","predicted","hsa-miR-513c-3p_PTEN"
"diana_microt","MIMAT0004551","hsa-miR-30d-3p","PTEN","5728","ENSG00000171862","0.965","predicted","hsa-miR-30d-3p_PTEN"
"diana_microt","MIMAT0004777","hsa-miR-513a-3p","PTEN","5728","ENSG00000171862","0.965","predicted","hsa-miR-513a-3p_PTEN"
"diana_microt","MIMAT0019907","hsa-miR-4760-3p","CYP1B1","1545","ENSG00000138061","0.965","predicted","hsa-miR-4760-3p_CYP1B1"
"diana_microt","MIMAT0016902","hsa-miR-4272","PTEN","5728","ENSG00000171862","0.964","predicted","hsa-miR-4272_PTEN"
"diana_microt","MIMAT0019812","hsa-miR-4709-3p","PTEN","5728","ENSG00000171862","0.964","predicted","hsa-miR-4709-3p_PTEN"
"diana_microt","MIMAT0000074","hsa-miR-19b-3p","PTEN","5728","ENSG00000171862","0.964","predicted","hsa-miR-19b-3p_PTEN"
"diana_microt","MIMAT0000088","hsa-miR-30a-3p","PTEN","5728","ENSG00000171862","0.964","predicted","hsa-miR-30a-3p_PTEN"
"diana_microt","MIMAT0000073","hsa-miR-19a-3p","PTEN","5728","ENSG00000171862","0.963","predicted","hsa-miR-19a-3p_PTEN"
"diana_microt","MIMAT0000693","hsa-miR-30e-3p","PTEN","5728","ENSG00000171862","0.963","predicted","hsa-miR-30e-3p_PTEN"
"diana_microt","MIMAT0016912","hsa-miR-4282","CYP1B1","1545","ENSG00000138061","0.963","predicted","hsa-miR-4282_CYP1B1"
"diana_microt","MIMAT0002832","hsa-miR-519c-3p","PTEN","5728","ENSG00000171862","0.961","predicted","hsa-miR-519c-3p_PTEN"
"diana_microt","MIMAT0018078","hsa-miR-3658","PTEN","5728","ENSG00000171862","0.96","predicted","hsa-miR-3658_PTEN"
"diana_microt","MIMAT0019067","hsa-miR-4528","PTEN","5728","ENSG00000171862","0.96","predicted","hsa-miR-4528_PTEN"
"diana_microt","MIMAT0019746","hsa-miR-4668-3p","PTEN","5728","ENSG00000171862","0.96","predicted","hsa-miR-4668-3p_PTEN"
"diana_microt","MIMAT0014985","hsa-miR-3123","PTEN","5728","ENSG00000171862","0.958","predicted","hsa-miR-3123_PTEN"
"diana_microt","MIMAT0019861","hsa-miR-4735-3p","PTEN","5728","ENSG00000171862","0.957","predicted","hsa-miR-4735-3p_PTEN"
"diana_microt","MIMAT0019787","hsa-miR-4694-3p","PTEN","5728","ENSG00000171862","0.956","predicted","hsa-miR-4694-3p_PTEN"
"diana_microt","MIMAT0002837","hsa-miR-519b-3p","PTEN","5728","ENSG00000171862","0.956","predicted","hsa-miR-519b-3p_PTEN"
"diana_microt","MIMAT0018094","hsa-miR-3671","PTEN","5728","ENSG00000171862","0.955","predicted","hsa-miR-3671_PTEN"
"diana_microt","MIMAT0018997","hsa-miR-4470","PTEN","5728","ENSG00000171862","0.955","predicted","hsa-miR-4470_PTEN"
"diana_microt","MIMAT0022299","hsa-miR-5590-5p","PTEN","5728","ENSG00000171862","0.955","predicted","hsa-miR-5590-5p_PTEN"
"diana_microt","MIMAT0002877","hsa-miR-513a-5p","CYP1B1","1545","ENSG00000138061","0.955","predicted","hsa-miR-513a-5p_CYP1B1"
"diana_microt","MIMAT0016844","hsa-miR-4295","CYP1B1","1545","ENSG00000138061","0.954","predicted","hsa-miR-4295_CYP1B1"
"diana_microt","MIMAT0003271","hsa-miR-603","CYP1B1","1545","ENSG00000138061","0.953","predicted","hsa-miR-603_CYP1B1"
"diana_microt","MIMAT0000228","hsa-miR-198","PTEN","5728","ENSG00000171862","0.952","predicted","hsa-miR-198_PTEN"
"diana_microt","MIMAT0018357","hsa-miR-3941","PTEN","5728","ENSG00000171862","0.951","predicted","hsa-miR-3941_PTEN"
"diana_microt","MIMAT0019841","hsa-miR-4724-5p","PTEN","5728","ENSG00000171862","0.951","predicted","hsa-miR-4724-5p_PTEN"
"diana_microt","MIMAT0002869","hsa-miR-519a-3p","PTEN","5728","ENSG00000171862","0.951","predicted","hsa-miR-519a-3p_PTEN"
"diana_microt","MIMAT0003885","hsa-miR-454-3p","CYP1B1","1545","ENSG00000138061","0.95","predicted","hsa-miR-454-3p_CYP1B1"
"diana_microt","MIMAT0015032","hsa-miR-3158-3p","OSBPL1A","114876","ENSG00000141447","0.95","predicted","hsa-miR-3158-3p_OSBPL1A"
"diana_microt","MIMAT0021045","hsa-miR-5011-5p","PTEN","5728","ENSG00000171862","0.948","predicted","hsa-miR-5011-5p_PTEN"
"diana_microt","MIMAT0005949","hsa-miR-664a-3p","PTEN","5728","ENSG00000171862","0.948","predicted","hsa-miR-664a-3p_PTEN"
"diana_microt","MIMAT0005919","hsa-miR-548o-3p","PTEN","5728","ENSG00000171862","0.947","predicted","hsa-miR-548o-3p_PTEN"
"diana_microt","MIMAT0005894","hsa-miR-1243","PTEN","5728","ENSG00000171862","0.946","predicted","hsa-miR-1243_PTEN"
"diana_microt","MIMAT0002810","hsa-miR-202-5p","PTEN","5728","ENSG00000171862","0.946","predicted","hsa-miR-202-5p_PTEN"
"diana_microt","MIMAT0004763","hsa-miR-488-3p","PTEN","5728","ENSG00000171862","0.946","predicted","hsa-miR-488-3p_PTEN"
"diana_microt","MIMAT0022298","hsa-miR-5589-3p","PTEN","5728","ENSG00000171862","0.945","predicted","hsa-miR-5589-3p_PTEN"
"diana_microt","MIMAT0003285","hsa-miR-548c-3p","CYP1B1","1545","ENSG00000138061","0.945","predicted","hsa-miR-548c-3p_CYP1B1"
"diana_microt","MIMAT0003256","hsa-miR-589-3p","HSDL2","84263","ENSG00000119471","0.944","predicted","hsa-miR-589-3p_HSDL2"
"diana_microt","MIMAT0022300","hsa-miR-5590-3p","PTEN","5728","ENSG00000171862","0.941","predicted","hsa-miR-5590-3p_PTEN"
"diana_microt","MIMAT0000716","hsa-miR-302c-5p","PTEN","5728","ENSG00000171862","0.94","predicted","hsa-miR-302c-5p_PTEN"
"diana_microt","MIMAT0019924","hsa-miR-4770","DEGS1","8560","ENSG00000143753","0.94","predicted","hsa-miR-4770_DEGS1"
"diana_microt","MIMAT0018969","hsa-miR-548ag","PTEN","5728","ENSG00000171862","0.939","predicted","hsa-miR-548ag_PTEN"
"diana_microt","MIMAT0019814","hsa-miR-203b-3p","PTEN","5728","ENSG00000171862","0.939","predicted","hsa-miR-203b-3p_PTEN"
"diana_microt","MIMAT0019960","hsa-miR-4789-3p","PTEN","5728","ENSG00000171862","0.939","predicted","hsa-miR-4789-3p_PTEN"
"diana_microt","MIMAT0005895","hsa-miR-548f-3p","CYP1B1","1545","ENSG00000138061","0.939","predicted","hsa-miR-548f-3p_CYP1B1"
"diana_microt","MIMAT0018077","hsa-miR-3657","CYP1B1","1545","ENSG00000138061","0.939","predicted","hsa-miR-3657_CYP1B1"
"diana_microt","MIMAT0016912","hsa-miR-4282","PTEN","5728","ENSG00000171862","0.938","predicted","hsa-miR-4282_PTEN"
"diana_microt","MIMAT0016895","hsa-miR-2355-5p","CYP1B1","1545","ENSG00000138061","0.938","predicted","hsa-miR-2355-5p_CYP1B1"
"diana_microt","MIMAT0017991","hsa-miR-3613-3p","PTEN","5728","ENSG00000171862","0.937","predicted","hsa-miR-3613-3p_PTEN"
"diana_microt","MIMAT0018954","hsa-miR-548ae-3p","PTEN","5728","ENSG00000171862","0.937","predicted","hsa-miR-548ae-3p_PTEN"
"diana_microt","MIMAT0000266","hsa-miR-205-5p","PTEN","5728","ENSG00000171862","0.937","predicted","hsa-miR-205-5p_PTEN"
"diana_microt","MIMAT0021026","hsa-miR-5003-3p","CYP1B1","1545","ENSG00000138061","0.937","predicted","hsa-miR-5003-3p_CYP1B1"
"diana_microt","MIMAT0018074","hsa-miR-3654","PTEN","5728","ENSG00000171862","0.936","predicted","hsa-miR-3654_PTEN"
"diana_microt","MIMAT0020957","hsa-miR-548ah-3p","PTEN","5728","ENSG00000171862","0.936","predicted","hsa-miR-548ah-3p_PTEN"
"diana_microt","MIMAT0000242","hsa-miR-129-5p","PTEN","5728","ENSG00000171862","0.936","predicted","hsa-miR-129-5p_PTEN"
"diana_microt","MIMAT0019076","hsa-miR-548am-3p","PTEN","5728","ENSG00000171862","0.936","predicted","hsa-miR-548am-3p_PTEN"
"diana_microt","MIMAT0018930","hsa-miR-4418","PTEN","5728","ENSG00000171862","0.935","predicted","hsa-miR-4418_PTEN"
"diana_microt","MIMAT0022264","hsa-miR-548aq-3p","PTEN","5728","ENSG00000171862","0.935","predicted","hsa-miR-548aq-3p_PTEN"
"diana_microt","MIMAT0018204","hsa-miR-676-3p","PTEN","5728","ENSG00000171862","0.935","predicted","hsa-miR-676-3p_PTEN"
"diana_microt","MIMAT0004685","hsa-miR-302d-5p","CYP1B1","1545","ENSG00000138061","0.935","predicted","hsa-miR-302d-5p_CYP1B1"
"diana_microt","MIMAT0018447","hsa-miR-548aa","PTEN","5728","ENSG00000171862","0.933","predicted","hsa-miR-548aa_PTEN"
"diana_microt","MIMAT0022730","hsa-miR-548t-3p","PTEN","5728","ENSG00000171862","0.933","predicted","hsa-miR-548t-3p_PTEN"
"diana_microt","MIMAT0005874","hsa-miR-548e-3p","CYP1B1","1545","ENSG00000138061","0.933","predicted","hsa-miR-548e-3p_CYP1B1"
"diana_microt","MIMAT0018989","hsa-miR-548ai","PTEN","5728","ENSG00000171862","0.932","predicted","hsa-miR-548ai_PTEN"
"diana_microt","MIMAT0018992","hsa-miR-4465","PTEN","5728","ENSG00000171862","0.932","predicted","hsa-miR-4465_PTEN"
"diana_microt","MIMAT0019980","hsa-miR-4801","PTEN","5728","ENSG00000171862","0.932","predicted","hsa-miR-4801_PTEN"
"diana_microt","MIMAT0022707","hsa-miR-570-5p","PTEN","5728","ENSG00000171862","0.932","predicted","hsa-miR-570-5p_PTEN"
"diana_microt","MIMAT0000425","hsa-miR-130a-3p","CYP1B1","1545","ENSG00000138061","0.932","predicted","hsa-miR-130a-3p_CYP1B1"
"diana_microt","MIMAT0021038","hsa-miR-548ap-3p","PTEN","5728","ENSG00000171862","0.931","predicted","hsa-miR-548ap-3p_PTEN"
"diana_microt","MIMAT0004946","hsa-miR-744-3p","PTEN","5728","ENSG00000171862","0.931","predicted","hsa-miR-744-3p_PTEN"
"diana_microt","MIMAT0019703","hsa-miR-4643","PTEN","5728","ENSG00000171862","0.93","predicted","hsa-miR-4643_PTEN"
"diana_microt","MIMAT0019754","hsa-miR-4672","PTEN","5728","ENSG00000171862","0.93","predicted","hsa-miR-4672_PTEN"
"diana_microt","MIMAT0004785","hsa-miR-545-5p","OSBPL1A","114876","ENSG00000141447","0.93","predicted","hsa-miR-545-5p_OSBPL1A"
"diana_microt","MIMAT0003323","hsa-miR-548d-3p","PTEN","5728","ENSG00000171862","0.929","predicted","hsa-miR-548d-3p_PTEN"
"diana_microt","MIMAT0004553","hsa-miR-7-1-3p","PTEN","5728","ENSG00000171862","0.929","predicted","hsa-miR-7-1-3p_PTEN"
"diana_microt","MIMAT0004554","hsa-miR-7-2-3p","PTEN","5728","ENSG00000171862","0.929","predicted","hsa-miR-7-2-3p_PTEN"
"diana_microt","MIMAT0005789","hsa-miR-513c-5p","PTEN","5728","ENSG00000171862","0.929","predicted","hsa-miR-513c-5p_PTEN"
"diana_microt","MIMAT0019941","hsa-miR-4436b-3p","OSBPL1A","114876","ENSG00000141447","0.929","predicted","hsa-miR-4436b-3p_OSBPL1A"
"diana_microt","MIMAT0004675","hsa-miR-219a-2-3p","PTEN","5728","ENSG00000171862","0.928","predicted","hsa-miR-219a-2-3p_PTEN"
"diana_microt","MIMAT0000432","hsa-miR-141-3p","PTEN","5728","ENSG00000171862","0.928","predicted","hsa-miR-141-3p_PTEN"
"diana_microt","MIMAT0018116","hsa-miR-3688-3p","PTEN","5728","ENSG00000171862","0.928","predicted","hsa-miR-3688-3p_PTEN"
"diana_microt","MIMAT0022280","hsa-miR-5582-3p","CYP1B1","1545","ENSG00000138061","0.928","predicted","hsa-miR-5582-3p_CYP1B1"
"diana_microt","MIMAT0000714","hsa-miR-302b-5p","CYP1B1","1545","ENSG00000138061","0.928","predicted","hsa-miR-302b-5p_CYP1B1"
"diana_microt","MIMAT0022257","hsa-miR-5571-5p","PTEN","5728","ENSG00000171862","0.927","predicted","hsa-miR-5571-5p_PTEN"
"diana_microt","MIMAT0002819","hsa-miR-193b-3p","PTEN","5728","ENSG00000171862","0.927","predicted","hsa-miR-193b-3p_PTEN"
"diana_microt","MIMAT0018083","hsa-miR-3662","PTEN","5728","ENSG00000171862","0.926","predicted","hsa-miR-3662_PTEN"
"diana_microt","MIMAT0018446","hsa-miR-548z","PTEN","5728","ENSG00000171862","0.926","predicted","hsa-miR-548z_PTEN"
"diana_microt","MIMAT0022723","hsa-miR-548h-3p","PTEN","5728","ENSG00000171862","0.926","predicted","hsa-miR-548h-3p_PTEN"
"diana_microt","MIMAT0005912","hsa-miR-548g-3p","PTEN","5728","ENSG00000171862","0.926","predicted","hsa-miR-548g-3p_PTEN"
"diana_microt","MIMAT0021026","hsa-miR-5003-3p","HSDL2","84263","ENSG00000119471","0.926","predicted","hsa-miR-5003-3p_HSDL2"
"diana_microt","MIMAT0018204","hsa-miR-676-3p","HSDL2","84263","ENSG00000119471","0.925","predicted","hsa-miR-676-3p_HSDL2"
"diana_microt","MIMAT0016860","hsa-miR-4307","PTEN","5728","ENSG00000171862","0.924","predicted","hsa-miR-4307_PTEN"
"diana_microt","MIMAT0018938","hsa-miR-548ac","PTEN","5728","ENSG00000171862","0.924","predicted","hsa-miR-548ac_PTEN"
"diana_microt","MIMAT0019933","hsa-miR-4776-3p","PTEN","5728","ENSG00000171862","0.924","predicted","hsa-miR-4776-3p_PTEN"
"diana_microt","MIMAT0000688","hsa-miR-301a-3p","CYP1B1","1545","ENSG00000138061","0.924","predicted","hsa-miR-301a-3p_CYP1B1"
"diana_microt","MIMAT0000754","hsa-miR-337-3p","PTEN","5728","ENSG00000171862","0.923","predicted","hsa-miR-337-3p_PTEN"
"diana_microt","MIMAT0001627","hsa-miR-433-3p","CYP1B1","1545","ENSG00000138061","0.923","predicted","hsa-miR-433-3p_CYP1B1"
"diana_microt","MIMAT0014998","hsa-miR-3133","PTEN","5728","ENSG00000171862","0.922","predicted","hsa-miR-3133_PTEN"
"diana_microt","MIMAT0019231","hsa-miR-3944-5p","PTEN","5728","ENSG00000171862","0.922","predicted","hsa-miR-3944-5p_PTEN"
"diana_microt","MIMAT0000442","hsa-miR-9-3p","PTEN","5728","ENSG00000171862","0.922","predicted","hsa-miR-9-3p_PTEN"
"diana_microt","MIMAT0019969","hsa-miR-4795-3p","CYP1B1","1545","ENSG00000138061","0.922","predicted","hsa-miR-4795-3p_CYP1B1"
"diana_microt","MIMAT0021044","hsa-miR-5010-3p","PTEN","5728","ENSG00000171862","0.921","predicted","hsa-miR-5010-3p_PTEN"
"diana_microt","MIMAT0004901","hsa-miR-298","OSBPL1A","114876","ENSG00000141447","0.921","predicted","hsa-miR-298_OSBPL1A"
"diana_microt","MIMAT0017998","hsa-miR-3618","CYP1B1","1545","ENSG00000138061","0.918","predicted","hsa-miR-3618_CYP1B1"
"diana_microt","MIMAT0005891","hsa-miR-1303","HSDL2","84263","ENSG00000119471","0.918","predicted","hsa-miR-1303_HSDL2"
"diana_microt","MIMAT0005800","hsa-miR-1298-5p","PTEN","5728","ENSG00000171862","0.917","predicted","hsa-miR-1298-5p_PTEN"
"diana_microt","MIMAT0000682","hsa-miR-200a-3p","PTEN","5728","ENSG00000171862","0.917","predicted","hsa-miR-200a-3p_PTEN"
"diana_microt","MIMAT0017991","hsa-miR-3613-3p","CYP1B1","1545","ENSG00000138061","0.916","predicted","hsa-miR-3613-3p_CYP1B1"
"diana_microt","MIMAT0019076","hsa-miR-548am-3p","CYP1B1","1545","ENSG00000138061","0.915","predicted","hsa-miR-548am-3p_CYP1B1"
"diana_microt","MIMAT0000456","hsa-miR-186-5p","PTEN","5728","ENSG00000171862","0.914","predicted","hsa-miR-186-5p_PTEN"
"diana_microt","MIMAT0020957","hsa-miR-548ah-3p","CYP1B1","1545","ENSG00000138061","0.914","predicted","hsa-miR-548ah-3p_CYP1B1"
"diana_microt","MIMAT0022264","hsa-miR-548aq-3p","CYP1B1","1545","ENSG00000138061","0.914","predicted","hsa-miR-548aq-3p_CYP1B1"
"diana_microt","MIMAT0019793","hsa-miR-4698","HSDL2","84263","ENSG00000119471","0.914","predicted","hsa-miR-4698_HSDL2"
"diana_microt","MIMAT0003389","hsa-miR-542-3p","PTEN","5728","ENSG00000171862","0.913","predicted","hsa-miR-542-3p_PTEN"
