"database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","score","type","miRNA"
"mirdb","MIMAT0000457","hsa-miR-188-5p","PTEN","5728","ENSG00000171862","94.95359159592","predicted","hsa-miR-188-5p_PTEN"
"mirdb","MIMAT0000081","hsa-miR-25-3p","PTEN","5728","ENSG00000171862","94.7654168332","predicted","hsa-miR-25-3p_PTEN"
"mirdb","MIMAT0000707","hsa-miR-363-3p","PTEN","5728","ENSG00000171862","94.7654168332","predicted","hsa-miR-363-3p_PTEN"
"mirdb","MIMAT0000719","hsa-miR-367-3p","PTEN","5728","ENSG00000171862","94.7654168332","predicted","hsa-miR-367-3p_PTEN"
"mirdb","MIMAT0015021","hsa-miR-3148","PTEN","5728","ENSG00000171862","94.3266910525464","predicted","hsa-miR-3148_PTEN"
"mirdb","MIMAT0015037","hsa-miR-3163","OSBPL1A","114876","ENSG00000141447","94.0818210132","predicted","hsa-miR-3163_OSBPL1A"
"mirdb","MIMAT0020958","hsa-miR-4482-3p","PTEN","5728","ENSG00000171862","93.8824512170038","predicted","hsa-miR-4482-3p_PTEN"
"mirdb","MIMAT0025462","hsa-miR-6503-5p","HSDL2","84263","ENSG00000119471","93.87938","predicted","hsa-miR-6503-5p_HSDL2"
"mirdb","MIMAT0019865","hsa-miR-3064-3p","PTEN","5728","ENSG00000171862","93.861587734","predicted","hsa-miR-3064-3p_PTEN"
"mirdb","MIMAT0004801","hsa-miR-590-3p","PTEN","5728","ENSG00000171862","93.8313736648267","predicted","hsa-miR-590-3p_PTEN"
"mirdb","MIMAT0027633","hsa-miR-6866-3p","PTEN","5728","ENSG00000171862","93.81461460456","predicted","hsa-miR-6866-3p_PTEN"
"mirdb","MIMAT0002814","hsa-miR-432-5p","HSDL2","84263","ENSG00000119471","93.3460291056","predicted","hsa-miR-432-5p_HSDL2"
"mirdb","MIMAT0027669","hsa-miR-6884-3p","DEGS1","8560","ENSG00000143753","93.27784","predicted","hsa-miR-6884-3p_DEGS1"
"mirdb","MIMAT0000228","hsa-miR-198","PTEN","5728","ENSG00000171862","92.8823808198","predicted","hsa-miR-198_PTEN"
"mirdb","MIMAT0027460","hsa-miR-6780a-5p","OSBPL1A","114876","ENSG00000141447","92.78581","predicted","hsa-miR-6780a-5p_OSBPL1A"
"mirdb","MIMAT0027591","hsa-miR-6845-3p","DEGS1","8560","ENSG00000143753","92.6558","predicted","hsa-miR-6845-3p_DEGS1"
"mirdb","MIMAT0000763","hsa-miR-338-3p","PTEN","5728","ENSG00000171862","92.6307","predicted","hsa-miR-338-3p_PTEN"
"mirdb","MIMAT0022266","hsa-miR-548ar-3p","PTEN","5728","ENSG00000171862","92.603215829253","predicted","hsa-miR-548ar-3p_PTEN"
"mirdb","MIMAT0015378","hsa-miR-3065-3p","PTEN","5728","ENSG00000171862","92.60179","predicted","hsa-miR-3065-3p_PTEN"
"mirdb","MIMAT0000754","hsa-miR-337-3p","PTEN","5728","ENSG00000171862","92.49982","predicted","hsa-miR-337-3p_PTEN"
"mirdb","MIMAT0000705","hsa-miR-362-5p","CYP1B1","1545","ENSG00000138061","92.4893442836","predicted","hsa-miR-362-5p_CYP1B1"
"mirdb","MIMAT0016925","hsa-miR-500b-5p","CYP1B1","1545","ENSG00000138061","92.4893442836","predicted","hsa-miR-500b-5p_CYP1B1"
"mirdb","MIMAT0026482","hsa-miR-190a-3p","DEGS1","8560","ENSG00000143753","92.4504733301087","predicted","hsa-miR-190a-3p_DEGS1"
"mirdb","MIMAT0014981","hsa-miR-3119","HSDL2","84263","ENSG00000119471","92.2999172653","predicted","hsa-miR-3119_HSDL2"
"mirdb","MIMAT0025457","hsa-miR-548az-3p","PTEN","5728","ENSG00000171862","92.2698599193178","predicted","hsa-miR-548az-3p_PTEN"
"mirdb","MIMAT0005874","hsa-miR-548e-3p","PTEN","5728","ENSG00000171862","92.2698599193178","predicted","hsa-miR-548e-3p_PTEN"
"mirdb","MIMAT0005895","hsa-miR-548f-3p","PTEN","5728","ENSG00000171862","92.2698599193178","predicted","hsa-miR-548f-3p_PTEN"
"mirdb","MIMAT0039765","hsa-miR-548bc","PTEN","5728","ENSG00000171862","92.2698599193178","predicted","hsa-miR-548bc_PTEN"
"mirdb","MIMAT0017996","hsa-miR-3616-3p","PTEN","5728","ENSG00000171862","92.14136","predicted","hsa-miR-3616-3p_PTEN"
"mirdb","MIMAT0004513","hsa-miR-101-5p","HSDL2","84263","ENSG00000119471","91.87723","predicted","hsa-miR-101-5p_HSDL2"
"mirdb","MIMAT0000435","hsa-miR-143-3p","DEGS1","8560","ENSG00000143753","91.618970752","predicted","hsa-miR-143-3p_DEGS1"
"mirdb","MIMAT0019924","hsa-miR-4770","DEGS1","8560","ENSG00000143753","91.618970752","predicted","hsa-miR-4770_DEGS1"
"mirdb","MIMAT0022479","hsa-miR-5688","PTEN","5728","ENSG00000171862","91.4129663117102","predicted","hsa-miR-5688_PTEN"
"mirdb","MIMAT0003251","hsa-miR-548a-3p","PTEN","5728","ENSG00000171862","91.3857414720175","predicted","hsa-miR-548a-3p_PTEN"
"mirdb","MIMAT0018985","hsa-miR-3135b","PTEN","5728","ENSG00000171862","91.02465","predicted","hsa-miR-3135b_PTEN"
"mirdb","MIMAT0017983","hsa-miR-3606-5p","DEGS1","8560","ENSG00000143753","90.9656209232","predicted","hsa-miR-3606-5p_DEGS1"
"mirdb","MIMAT0027103","hsa-miR-5699-5p","OSBPL1A","114876","ENSG00000141447","90.95533","predicted","hsa-miR-5699-5p_OSBPL1A"
"mirdb","MIMAT0018997","hsa-miR-4470","PTEN","5728","ENSG00000171862","90.8178703851549","predicted","hsa-miR-4470_PTEN"
"mirdb","MIMAT0001627","hsa-miR-433-3p","CYP1B1","1545","ENSG00000138061","90.6993947218758","predicted","hsa-miR-433-3p_CYP1B1"
"mirdb","MIMAT0000073","hsa-miR-19a-3p","PTEN","5728","ENSG00000171862","90.6557378181088","predicted","hsa-miR-19a-3p_PTEN"
"mirdb","MIMAT0000074","hsa-miR-19b-3p","PTEN","5728","ENSG00000171862","90.6557378181088","predicted","hsa-miR-19b-3p_PTEN"
"mirdb","MIMAT0025470","hsa-miR-6507-5p","PTEN","5728","ENSG00000171862","90.5296185951053","predicted","hsa-miR-6507-5p_PTEN"
"mirdb","MIMAT0004589","hsa-miR-30b-3p","OSBPL1A","114876","ENSG00000141447","90.39753","predicted","hsa-miR-30b-3p_OSBPL1A"
"mirdb","MIMAT0018118","hsa-miR-3689a-3p","OSBPL1A","114876","ENSG00000141447","90.39753","predicted","hsa-miR-3689a-3p_OSBPL1A"
"mirdb","MIMAT0018181","hsa-miR-3689b-3p","OSBPL1A","114876","ENSG00000141447","90.39753","predicted","hsa-miR-3689b-3p_OSBPL1A"
"mirdb","MIMAT0019007","hsa-miR-3689c","OSBPL1A","114876","ENSG00000141447","90.39753","predicted","hsa-miR-3689c_OSBPL1A"
"mirdb","MIMAT0030415","hsa-miR-1273h-5p","OSBPL1A","114876","ENSG00000141447","90.39753","predicted","hsa-miR-1273h-5p_OSBPL1A"
"mirdb","MIMAT0027458","hsa-miR-6779-5p","OSBPL1A","114876","ENSG00000141447","90.39753","predicted","hsa-miR-6779-5p_OSBPL1A"
"mirdb","MIMAT0026480","hsa-miR-153-5p","OSBPL1A","114876","ENSG00000141447","90.3795981315945","predicted","hsa-miR-153-5p_OSBPL1A"
"mirdb","MIMAT0004686","hsa-miR-367-5p","PTEN","5728","ENSG00000171862","90.37536","predicted","hsa-miR-367-5p_PTEN"
"mirdb","MIMAT0022287","hsa-miR-5586-5p","DEGS1","8560","ENSG00000143753","90.34688","predicted","hsa-miR-5586-5p_DEGS1"
"mirdb","MIMAT0005914","hsa-miR-1262","OSBPL1A","114876","ENSG00000141447","90.3458297704","predicted","hsa-miR-1262_OSBPL1A"
"mirdb","MIMAT0019799","hsa-miR-4701-3p","OSBPL1A","114876","ENSG00000141447","90.3458297704","predicted","hsa-miR-4701-3p_OSBPL1A"
"mirdb","MIMAT0027373","hsa-miR-6736-5p","OSBPL1A","114876","ENSG00000141447","90.3458297704","predicted","hsa-miR-6736-5p_OSBPL1A"
"mirdb","MIMAT0019359","hsa-miR-3974","PTEN","5728","ENSG00000171862","90.3444538856","predicted","hsa-miR-3974_PTEN"
"mirdb","MIMAT0005934","hsa-miR-548p","OSBPL1A","114876","ENSG00000141447","90.18294","predicted","hsa-miR-548p_OSBPL1A"
"mirdb","MIMAT0005824","hsa-miR-1179","CYP1B1","1545","ENSG00000138061","90.16467","predicted","hsa-miR-1179_CYP1B1"
"mirdb","MIMAT0002817","hsa-miR-495-3p","PTEN","5728","ENSG00000171862","90.0300026283462","predicted","hsa-miR-495-3p_PTEN"
"mirdb","MIMAT0002877","hsa-miR-513a-5p","CYP1B1","1545","ENSG00000138061","89.7649","predicted","hsa-miR-513a-5p_CYP1B1"
"mirdb","MIMAT0019731","hsa-miR-4662a-5p","PTEN","5728","ENSG00000171862","89.7006495716527","predicted","hsa-miR-4662a-5p_PTEN"
"mirdb","MIMAT0022303","hsa-miR-548av-5p","CYP1B1","1545","ENSG00000138061","89.5537009927","predicted","hsa-miR-548av-5p_CYP1B1"
"mirdb","MIMAT0005882","hsa-miR-548k","CYP1B1","1545","ENSG00000138061","89.5537009927","predicted","hsa-miR-548k_CYP1B1"
"mirdb","MIMAT0030981","hsa-miR-8054","CYP1B1","1545","ENSG00000138061","89.5537009927","predicted","hsa-miR-8054_CYP1B1"
"mirdb","MIMAT0023713","hsa-miR-6088","DEGS1","8560","ENSG00000143753","89.4879738462","predicted","hsa-miR-6088_DEGS1"
"mirdb","MIMAT0028220","hsa-miR-7155-5p","OSBPL1A","114876","ENSG00000141447","89.2748","predicted","hsa-miR-7155-5p_OSBPL1A"
"mirdb","MIMAT0002859","hsa-miR-516b-5p","HSDL2","84263","ENSG00000119471","89.1874","predicted","hsa-miR-516b-5p_HSDL2"
"mirdb","MIMAT0002817","hsa-miR-495-3p","HSDL2","84263","ENSG00000119471","88.8589263","predicted","hsa-miR-495-3p_HSDL2"
"mirdb","MIMAT0022479","hsa-miR-5688","HSDL2","84263","ENSG00000119471","88.8589263","predicted","hsa-miR-5688_HSDL2"
"mirdb","MIMAT0031011","hsa-miR-8084","OSBPL1A","114876","ENSG00000141447","88.8573","predicted","hsa-miR-8084_OSBPL1A"
"mirdb","MIMAT0019969","hsa-miR-4795-3p","CYP1B1","1545","ENSG00000138061","88.8095192832","predicted","hsa-miR-4795-3p_CYP1B1"
"mirdb","MIMAT0022304","hsa-miR-548av-3p","PTEN","5728","ENSG00000171862","88.7367238024","predicted","hsa-miR-548av-3p_PTEN"
"mirdb","MIMAT0019915","hsa-miR-4764-3p","CYP1B1","1545","ENSG00000138061","88.6679017836","predicted","hsa-miR-4764-3p_CYP1B1"
"mirdb","MIMAT0026749","hsa-miR-513b-3p","PTEN","5728","ENSG00000171862","88.4860629396769","predicted","hsa-miR-513b-3p_PTEN"
"mirdb","MIMAT0025458","hsa-miR-6501-5p","PTEN","5728","ENSG00000171862","88.2979","predicted","hsa-miR-6501-5p_PTEN"
"mirdb","MIMAT0000437","hsa-miR-145-5p","OSBPL1A","114876","ENSG00000141447","88.2447","predicted","hsa-miR-145-5p_OSBPL1A"
"mirdb","MIMAT0021127","hsa-miR-5195-3p","OSBPL1A","114876","ENSG00000141447","88.2447","predicted","hsa-miR-5195-3p_OSBPL1A"
"mirdb","MIMAT0019875","hsa-miR-4744","PTEN","5728","ENSG00000171862","88.181531008","predicted","hsa-miR-4744_PTEN"
"mirdb","MIMAT0022283","hsa-miR-5584-5p","OSBPL1A","114876","ENSG00000141447","88.0363","predicted","hsa-miR-5584-5p_OSBPL1A"
"mirdb","MIMAT0028109","hsa-miR-7106-5p","OSBPL1A","114876","ENSG00000141447","87.9515","predicted","hsa-miR-7106-5p_OSBPL1A"
"mirdb","MIMAT0000436","hsa-miR-144-3p","PTEN","5728","ENSG00000171862","87.9157366396","predicted","hsa-miR-144-3p_PTEN"
"mirdb","MIMAT0004703","hsa-miR-335-3p","PTEN","5728","ENSG00000171862","87.5555553414088","predicted","hsa-miR-335-3p_PTEN"
"mirdb","MIMAT0002883","hsa-miR-514a-3p","PTEN","5728","ENSG00000171862","87.353","predicted","hsa-miR-514a-3p_PTEN"
"mirdb","MIMAT0015088","hsa-miR-514b-3p","PTEN","5728","ENSG00000171862","87.353","predicted","hsa-miR-514b-3p_PTEN"
"mirdb","MIMAT0000241","hsa-miR-208a-3p","OSBPL1A","114876","ENSG00000141447","87.1176","predicted","hsa-miR-208a-3p_OSBPL1A"
"mirdb","MIMAT0004960","hsa-miR-208b-3p","OSBPL1A","114876","ENSG00000141447","87.1176","predicted","hsa-miR-208b-3p_OSBPL1A"
"mirdb","MIMAT0019015","hsa-miR-4481","CYP1B1","1545","ENSG00000138061","86.9417","predicted","hsa-miR-4481_CYP1B1"
"mirdb","MIMAT0018083","hsa-miR-3662","OSBPL1A","114876","ENSG00000141447","86.7429","predicted","hsa-miR-3662_OSBPL1A"
"mirdb","MIMAT0016912","hsa-miR-4282","DEGS1","8560","ENSG00000143753","86.7285","predicted","hsa-miR-4282_DEGS1"
"mirdb","MIMAT0018185","hsa-miR-3911","HSDL2","84263","ENSG00000119471","86.7197","predicted","hsa-miR-3911_HSDL2"
"mirdb","MIMAT0005937","hsa-miR-1279","PTEN","5728","ENSG00000171862","86.655144896288","predicted","hsa-miR-1279_PTEN"
"mirdb","MIMAT0015002","hsa-miR-466","PTEN","5728","ENSG00000171862","86.6157862556684","predicted","hsa-miR-466_PTEN"
"mirdb","MIMAT0027599","hsa-miR-6849-3p","HSDL2","84263","ENSG00000119471","86.3756136272","predicted","hsa-miR-6849-3p_HSDL2"
"mirdb","MIMAT0018107","hsa-miR-3680-3p","DEGS1","8560","ENSG00000143753","86.1594","predicted","hsa-miR-3680-3p_DEGS1"
"mirdb","MIMAT0019745","hsa-miR-4668-5p","OSBPL1A","114876","ENSG00000141447","86.027","predicted","hsa-miR-4668-5p_OSBPL1A"
"mirdb","MIMAT0000099","hsa-miR-101-3p","DEGS1","8560","ENSG00000143753","85.8915","predicted","hsa-miR-101-3p_DEGS1"
"mirdb","MIMAT0027651","hsa-miR-6875-3p","CYP1B1","1545","ENSG00000138061","85.8595181692","predicted","hsa-miR-6875-3p_CYP1B1"
"mirdb","MIMAT0018078","hsa-miR-3658","PTEN","5728","ENSG00000171862","85.6807988500422","predicted","hsa-miR-3658_PTEN"
"mirdb","MIMAT0004977","hsa-miR-934","CYP1B1","1545","ENSG00000138061","85.6493180008","predicted","hsa-miR-934_CYP1B1"
"mirdb","MIMAT0000264","hsa-miR-203a-3p","HSDL2","84263","ENSG00000119471","85.5787580164","predicted","hsa-miR-203a-3p_HSDL2"
"mirdb","MIMAT0021026","hsa-miR-5003-3p","HSDL2","84263","ENSG00000119471","85.4567741208","predicted","hsa-miR-5003-3p_HSDL2"
"mirdb","MIMAT0019909","hsa-miR-4761-3p","OSBPL1A","114876","ENSG00000141447","85.3708","predicted","hsa-miR-4761-3p_OSBPL1A"
"mirdb","MIMAT0019793","hsa-miR-4698","HSDL2","84263","ENSG00000119471","85.1698","predicted","hsa-miR-4698_HSDL2"
"mirdb","MIMAT0030982","hsa-miR-8055","HSDL2","84263","ENSG00000119471","85.0003","predicted","hsa-miR-8055_HSDL2"
"mirdb","MIMAT0033692","hsa-miR-8485","CYP1B1","1545","ENSG00000138061","84.9921233971581","predicted","hsa-miR-8485_CYP1B1"
"mirdb","MIMAT0019822","hsa-miR-4714-5p","DEGS1","8560","ENSG00000143753","84.9266","predicted","hsa-miR-4714-5p_DEGS1"
"mirdb","MIMAT0009199","hsa-miR-365a-5p","DEGS1","8560","ENSG00000143753","84.7498","predicted","hsa-miR-365a-5p_DEGS1"
"mirdb","MIMAT0022833","hsa-miR-365b-5p","DEGS1","8560","ENSG00000143753","84.7498","predicted","hsa-miR-365b-5p_DEGS1"
"mirdb","MIMAT0005913","hsa-miR-1261","OSBPL1A","114876","ENSG00000141447","84.6527","predicted","hsa-miR-1261_OSBPL1A"
"mirdb","MIMAT0030990","hsa-miR-8063","PTEN","5728","ENSG00000171862","84.5650363358439","predicted","hsa-miR-8063_PTEN"
"mirdb","MIMAT0002876","hsa-miR-505-3p","PTEN","5728","ENSG00000171862","84.49844191","predicted","hsa-miR-505-3p_PTEN"
"mirdb","MIMAT0016868","hsa-miR-4314","CYP1B1","1545","ENSG00000138061","84.1189","predicted","hsa-miR-4314_CYP1B1"
"mirdb","MIMAT0004950","hsa-miR-877-3p","DEGS1","8560","ENSG00000143753","84.0282","predicted","hsa-miR-877-3p_DEGS1"
"mirdb","MIMAT0025480","hsa-miR-6512-5p","PTEN","5728","ENSG00000171862","83.802233536","predicted","hsa-miR-6512-5p_PTEN"
"mirdb","MIMAT0027362","hsa-miR-6730-3p","PTEN","5728","ENSG00000171862","83.697","predicted","hsa-miR-6730-3p_PTEN"
"mirdb","MIMAT0019923","hsa-miR-4769-3p","PTEN","5728","ENSG00000171862","83.56771402","predicted","hsa-miR-4769-3p_PTEN"
"mirdb","MIMAT0027534","hsa-miR-6817-5p","PTEN","5728","ENSG00000171862","83.56771402","predicted","hsa-miR-6817-5p_PTEN"
"mirdb","MIMAT0000088","hsa-miR-30a-3p","OSBPL1A","114876","ENSG00000141447","83.5437","predicted","hsa-miR-30a-3p_OSBPL1A"
"mirdb","MIMAT0000693","hsa-miR-30e-3p","OSBPL1A","114876","ENSG00000141447","83.5437","predicted","hsa-miR-30e-3p_OSBPL1A"
"mirdb","MIMAT0004551","hsa-miR-30d-3p","OSBPL1A","114876","ENSG00000141447","83.5437","predicted","hsa-miR-30d-3p_OSBPL1A"
"mirdb","MIMAT0019851","hsa-miR-4729","PTEN","5728","ENSG00000171862","83.4298174542967","predicted","hsa-miR-4729_PTEN"
"mirdb","MIMAT0024782","hsa-miR-6165","HSDL2","84263","ENSG00000119471","83.3458","predicted","hsa-miR-6165_HSDL2"
"mirdb","MIMAT0004597","hsa-miR-140-3p","HSDL2","84263","ENSG00000119471","83.3305","predicted","hsa-miR-140-3p_HSDL2"
"mirdb","MIMAT0016856","hsa-miR-4303","PTEN","5728","ENSG00000171862","83.211","predicted","hsa-miR-4303_PTEN"
"mirdb","MIMAT0026624","hsa-miR-651-3p","PTEN","5728","ENSG00000171862","83.1808363898609","predicted","hsa-miR-651-3p_PTEN"
"mirdb","MIMAT0019873","hsa-miR-4742-3p","CYP1B1","1545","ENSG00000138061","83.0894","predicted","hsa-miR-4742-3p_CYP1B1"
"mirdb","MIMAT0005876","hsa-miR-1285-3p","PTEN","5728","ENSG00000171862","83.0284","predicted","hsa-miR-1285-3p_PTEN"
"mirdb","MIMAT0021120","hsa-miR-5189-5p","PTEN","5728","ENSG00000171862","83.0284","predicted","hsa-miR-5189-5p_PTEN"
"mirdb","MIMAT0017991","hsa-miR-3613-3p","CYP1B1","1545","ENSG00000138061","82.9231193203348","predicted","hsa-miR-3613-3p_CYP1B1"
"mirdb","MIMAT0021045","hsa-miR-5011-5p","DEGS1","8560","ENSG00000143753","82.8894596947","predicted","hsa-miR-5011-5p_DEGS1"
"mirdb","MIMAT0016899","hsa-miR-4264","OSBPL1A","114876","ENSG00000141447","82.8805","predicted","hsa-miR-4264_OSBPL1A"
"mirdb","MIMAT0027446","hsa-miR-6773-5p","CYP1B1","1545","ENSG00000138061","82.8236","predicted","hsa-miR-6773-5p_CYP1B1"
"mirdb","MIMAT0000251","hsa-miR-147a","HSDL2","84263","ENSG00000119471","82.8126","predicted","hsa-miR-147a_HSDL2"
"mirdb","MIMAT0016883","hsa-miR-4251","OSBPL1A","114876","ENSG00000141447","82.4529","predicted","hsa-miR-4251_OSBPL1A"
"mirdb","MIMAT0002808","hsa-miR-511-5p","PTEN","5728","ENSG00000171862","82.2437","predicted","hsa-miR-511-5p_PTEN"
"mirdb","MIMAT0016926","hsa-miR-4328","PTEN","5728","ENSG00000171862","82.2229655224","predicted","hsa-miR-4328_PTEN"
"mirdb","MIMAT0003280","hsa-miR-612","PTEN","5728","ENSG00000171862","82.1591","predicted","hsa-miR-612_PTEN"
"mirdb","MIMAT0019216","hsa-miR-3187-5p","PTEN","5728","ENSG00000171862","82.1591","predicted","hsa-miR-3187-5p_PTEN"
"mirdb","MIMAT0027622","hsa-miR-6860","PTEN","5728","ENSG00000171862","82.1591","predicted","hsa-miR-6860_PTEN"
"mirdb","MIMAT0019878","hsa-miR-4745-5p","CYP1B1","1545","ENSG00000138061","81.8631","predicted","hsa-miR-4745-5p_CYP1B1"
"mirdb","MIMAT0003264","hsa-miR-596","PTEN","5728","ENSG00000171862","81.8414","predicted","hsa-miR-596_PTEN"
"mirdb","MIMAT0027457","hsa-miR-6778-3p","DEGS1","8560","ENSG00000143753","81.7414842561057","predicted","hsa-miR-6778-3p_DEGS1"
"mirdb","MIMAT0023697","hsa-miR-6072","HSDL2","84263","ENSG00000119471","81.3641491767","predicted","hsa-miR-6072_HSDL2"
"mirdb","MIMAT0027502","hsa-miR-6801-5p","PTEN","5728","ENSG00000171862","81.1754641065","predicted","hsa-miR-6801-5p_PTEN"
"mirdb","MIMAT0041618","hsa-miR-10393-3p","PTEN","5728","ENSG00000171862","81.1754641065","predicted","hsa-miR-10393-3p_PTEN"
"mirdb","MIMAT0049023","hsa-miR-12129","HSDL2","84263","ENSG00000119471","80.8134","predicted","hsa-miR-12129_HSDL2"
"mirdb","MIMAT0015008","hsa-miR-3140-3p","OSBPL1A","114876","ENSG00000141447","80.7874","predicted","hsa-miR-3140-3p_OSBPL1A"
"mirdb","MIMAT0030983","hsa-miR-8056","HSDL2","84263","ENSG00000119471","80.5953","predicted","hsa-miR-8056_HSDL2"
"mirdb","MIMAT0018357","hsa-miR-3941","PTEN","5728","ENSG00000171862","80.567041224","predicted","hsa-miR-3941_PTEN"
