"","GSM416567","GSM416568","GSM416569","GSM416570","GSM416571","GSM416572","GSM416573","GSM416574","GSM416575","GSM416576","GSM416577","GSM416578","GSM416579","GSM416580","GSM416581","GSM416582","GSM416583","GSM416584","GSM416585","GSM416586","GSM416587","GSM416588","GSM416589","GSM416590","GSM416528","GSM416529","GSM416530","GSM416531","GSM416532","GSM416533","GSM416534","GSM416535","GSM416536","GSM416537","GSM416538","GSM416539","GSM416540","GSM416541","GSM416542","GSM416543","GSM416544","GSM416545","GSM416546","GSM416547","GSM416548","GSM416549","GSM416550","GSM416551","GSM416552","GSM416553","GSM416554","GSM416555","GSM416556","GSM416557","GSM416558","GSM416559","GSM416560","GSM416561","GSM416562","GSM416563","GSM416564","GSM416565","GSM416566"
"VAC14",0.56411314,0.22845793,-0.08462906,0.43783474,-0.48828506,-0.28039742,0.009627342,-0.030528069,-0.70156384,-0.0089998726,-0.06789112,0.3061943,0.3136058,-0.1254921,0.29353142,-0.056509495,-0.0640049,0.38921165,0.4557047,-0.4689808,-0.04499626,0.311491,0.096585274,0.22172832,0.21505165,0.3179698,0.48649502,0.26456308,-0.39897633,-0.31160355,-0.27899885,-0.3210411,-0.046651363,-0.2854066,0.039614677,-0.44703245,-0.19874096,-0.42292595,-0.5009022,-0.08887577,-0.6225548,0.35504436,0.4257965,0.019382,0.45668697,-0.1169281,0.103899956,0.32911873,-0.2776804,-0.03369522,-0.10828781,0.08793545,0.035427094,0.022777557,0.3715229,-0.24346447,0.075037,0.19513321,-0.2373991,0.16038227,0.14969635,-0.16319466,-0.004528999
"C6orf1",0.31902885,0.44930458,0.10734463,0.001972675,-0.24958134,0.28595543,-0.03974724,-0.16152859,-0.5263243,0.15081692,-0.30323792,0.14628601,-0.2660489,-0.0318623528,0.36613464,0.31101894,0.12568665,-0.112259865,0.40102005,-0.08530617,-0.17611313,0.14103222,-0.07475281,-0.06019783,-0.07645893,0.33610487,0.07726622,-0.004695892,-0.5454607,-0.6378584,0.07252693,-0.28569794,0.100666046,-0.13785076,-0.17121553,-0.040323257,-0.28292084,0.12273407,-0.31364822,0.14014053,-0.12072849,-0.030638695,0.23817825,-0.08677387,0.6642723,0.097792625,0.024653435,-0.11210632,0.016702652,0.11200905,0.6115246,0.26526737,-0.04759693,0.21141529,0.08207512,-0.6560049,-0.03978443,-0.0562706,-0.014625549,0.01622963,0.07245064,-0.13838005,0.026296616
"ATXN1",-0.8465862,-0.3190279,-0.17221642,-0.38764095,0.5459814,0.3720646,0.5051317,0.3036623,0.5385418,0.6049957,-0.3314848,-0.66337204,-0.49462795,-0.27785873,-0.96870327,-0.62748814,-0.91804314,-0.4488449,-0.9859028,-0.5740919,0.0295151722,0.5531893,3.8147e-05,-0.1679554,-0.000266075,-0.140275,-0.20681572,0.03174305,0.83738804,0.648921,0.43427277,1.2725697,-0.06979561,0.37789822,0.3136902,1.3356018,0.6429453,0.62100506,0.77867126,0.1631813,0.89682007,-0.44021034,-0.33551025,-1.0048304,-1.0036755,-0.66072845,-0.68535995,-0.43255615,-0.8414192,-0.738122,-0.37922955,0.09829235,0.31498528,0.34632683,0.28210258,0.7560854,0.33011627,0.10615158,0.5834484,-0.1360588,0.440341,0.63391495,-0.23302364
"FSCN1",-0.3894806,-0.31009388,-0.36780834,0.030556679,-0.1118834966,0.039240837,-0.42700768,-0.49243355,-0.08791733,0.13875294,-0.25557232,-0.17008781,-0.14566803,-0.09263039,-0.028467178,-0.103066444,-0.20376778,-0.293128,-0.018380165,-0.16663551,-0.49592304,-0.4249754,-0.32264233,-0.17982578,0.44151497,0.08600712,0.4317503,0.0746088,0.7689667,0.269763,0.1697712,0.79010105,-0.045879364,0.07260227,0.73537064,0.7998419,0.42832088,0.29879093,0.175107,-0.047555923,0.5247116,-0.5886545,-0.40829182,0.07180023,-0.17082691,-0.8120899,0.33138752,0.030220985,-0.3051672,0.076789856,0.2760439,0.06537628,-0.28813744,-0.29719543,0.30729103,0.005788803,0.08262634,0.24511719,-0.32932568,0.075761795,0.55149746,0.2682066,-0.07553768
"ZNHIT1",0.29711246,0.2797928,0.2969551,-0.055856705,-0.19451714,-0.2539339,-0.27172375,-0.4255638,-0.36132145,-0.29461002,0.030611992,0.08438492,-0.14133453,0.3520813,0.30462456,0.6745167,0.38555145,0.15604687,0.33907986,0.0908947,-0.05418396,0.011823654,-0.04761505,-0.14850235,-0.18170452,-0.32282448,-0.25314808,0.040275574,-0.37754917,-0.5486984,-0.4179182,-0.015353203,-0.24257469,-0.08948517,-0.62199306,-0.03029728,-0.28854084,-0.31074905,0.062238693,-0.73767376,-0.5031824,0.39072132,0.53000164,0.09275246,0.61266613,0.19205189,0.33617687,0.43363857,0.14495373,0.20938015,0.18386555,-0.011973381,0.12008953,0.45341206,0.028800964,-0.1460877405,-0.029671669,-0.18528366,0.3140049,0.09185314,-0.20370388,-0.15843964,0.59323215
"IL1F9",0.7739582,0.28465748,-0.18771219,0.7910752,-0.6698766,-0.33117628,-0.4002118,-0.22295713,-0.8033109,0.030518055,-0.36045456,0.30131483,0.26168776,0.07804012,0.19323397,0.08662987,-0.10546112,0.1284215444,0.5801878,-0.49042654,-0.22451878,-0.041249752,0.17138052,-0.06387138,0.25395298,0.7609472,0.6702609,0.37755156,-0.44741154,-0.3538599,-0.21572495,-0.056384563,-0.24055815,0.12861538,0.3228426,-0.23787403,-0.24923086,-0.3460927,-0.5167012,0.22907019,-0.733562,0.12533283,0.11435604,-0.07302809,0.21539688,-0.9390812,0.38830853,0.14649391,-0.62987614,0.076230526,-0.027659893,0.4622221,0.3056574,-0.011498451,0.23030853,-0.2414546,0.15251684,0.36431313,-0.34543037,0.35921812,0.61343527,-0.14990902,-0.05560732
"FPRL2",0.4840169,-0.004974842,-0.116425514,0.36039114,-0.48811102,-0.42778158,-0.44554186,-0.41393232,-0.5173631,-0.34133244,-0.2642331,0.2705598,0.5255408,-0.05378437,0.26051188,-0.3432188,-0.020793438,-0.08479643,0.21533394,-0.3979268,-0.43588305,-0.08516455,-0.14400673,-0.13825369,0.2736373,0.4634385,0.45955372,0.18795156,-0.32029533,0.07420492,-0.4371605,-0.102229595,0.098941326,-0.036562443,0.15777731,1.1137862,-0.29959583,-0.48492813,-0.72178745,-0.07415438,-0.556973,0.0575881,0.17284966,0.0583622721111111,0.5282159,-0.47154284,0.19059706,-0.1307621,0.1245904,0.10507822,0.059888363,0.24274683,0.04020977,-0.008395672,0.2538557,-0.21913958,0.19393682,0.24760008,0.39243364,0.19687033,0.42946196,0.019404888,0.5335736
"ABCE1",-0.41501045,-0.12654114,0.26638985,-0.2123127,0.4487152,0.20999241,0.34978867,0.45637703,0.37634468,-0.38216305,0.538702,0.16366959,-0.12278652,-0.1004467,0.056048393,-0.007318497,0.2870741,0.11353302,-0.27422523,0.44624805,0.50293255,-0.25624847,0.22575188,0.31085396,-0.18970776,-0.42690563,-0.3130455,-0.3792858,0.11252403,0.51083374,0.107584,-0.38013172,0.09443855,0.1184206,-0.35764503,-0.15916061,0.19120216,-0.29587936,0.19684029,0.1715231,0.4210539,-0.002110481,0.097667694,0.035036087,-0.36754322,0.4529295,-0.33849716,-0.31693935,0.3924513,-0.13738441,-0.9981737,-0.14231968,0.05378437,0.04137887,-0.37110233,0.23902225,-0.34136868,-0.054688454,0.20921135,-0.1673994,-0.11903,-0.08877659,-0.14831734
"UQCRFS1",-0.12563133,0.3039379,0.5235138,-0.27988243,0.14532661,-0.013212204,-0.026637077,-0.021455765,0.20106888,-0.47072697,0.36012077,0.06723976,-0.123794556,0.2990904,0.26849937,0.5479317,0.4465208,0.017068863,0.0587883,0.7209492,0.22306538,-0.018755913,-0.065919876,0.04765606,0.14193821,-0.34611702,-0.7157831,-0.43266392,-0.35501194,-0.29807758,0.052876472,-0.3459233303,0.08335304,-0.28717327,-0.62232685,0.1540451,-0.0746336,-0.44095802,0.22185802,-0.4496956,-0.26284313,-0.062719345,0.18378258,-0.1511879,0.651289,0.52260685,-0.28543282,0.059771538,0.66215706,-0.041434288,0.30320835,-0.29589558,-0.27060604,0.3830881,0.108631134,-0.1688652,-0.14936256,-0.41037655,0.48848724,-0.3734827,-0.504426,0.15212536,0.2965021
"AK1",0.05766487,0.12048149,0.44089127,0.44350147,0.088858604,0.31881142,0.55301285,0.4180336,0.38629818,0.794508,-0.20422935,-0.11164284,0.30915165,-0.12847042,0.0454666121,0.23913765,0.19473553,-0.10683346,-0.061196327,0.26580143,0.35110378,0.66760826,0.12552166,0.29247856,0.1708479,0.30976105,-0.10811615,0.19102383,-0.32004738,0.001890183,-0.012256622,-0.22244549,-0.07273197,-0.2210064,-0.1942091,-0.9294834,0.15281582,-0.6872616,0.14592934,-0.42040443,0.1089201,0.24467659,0.23217297,-0.6199837,-0.51623344,-0.034077644,-0.4491539,0.24556065,-0.63491917,-0.7021055,-0.38361168,-0.11053276,0.38691807,0.43472862,-0.16778183,0.23962021,-0.21065903,-0.15376568,-0.40197182,-0.09190178,-0.049408913,-0.04405117,-0.40200138
"PGF",0.61383915,0.23650265,-0.2122221,0.5837159,-0.49396706,-0.29973269,-0.5605836,-0.13052797,-0.6425104,-0.1356988,-0.25621796,0.17379522,0.30653238,-0.003033161,0.28286314,-0.07853413,-0.18583679,0.18312788,0.5234871,-0.54603386,-0.18645048,-0.06188631,0.11646128,-0.038896084,0.2706828,0.6096506,0.7429476,0.52717113,-0.20095539,-0.46732283,-0.19688654,0.043519974,-0.017515182,0.16269827,0.27823448,-0.05859232,-0.18668842,-0.31912374,-0.41818666,0.29709673,-0.7860956,0.097121716,0.22831392,0.2764783,0.092969894,-0.7077503,0.17936087,-0.049206734,-0.60756254,0.24705744,0.038822174,0.35904694,0.27861834,-0.06636238,0.21331882,-0.2682042,0.123034,0.2711749,-0.46539974,0.34107018,0.44393253,-0.21768808,-0.0720847603
"TM9SF1",0.46166563,-0.034605026,-0.12076521,0.5532336,-0.5769863,-0.38787365,-0.39476585,-0.30947304,-0.33251476,-0.12342596,-0.19065762,0.08130407,0.22107887,0.009084702,0.11714506,0.26766205,-0.074008465,0.07379818,0.20881987,-0.43189526,-0.12003136,0.04934597,0.17001724,-0.08586216,0.11702967,0.6150422,0.46206713,0.40170908,-0.122540474,-0.4225278,-0.35225725,-0.12587214,-0.10157299,0.037710667,0.24368525,0.022278786,-0.44024658,-0.41182518,-0.44853783,0.056100845,-0.66198444,0.07279539,-0.01357317,0.14769316,0.2235446,-0.18196583,0.22724771,0.2638402,-0.23889637,0.23678064,-0.041445732,0.37935162,-0.030883312,0.0043347838,0.36955643,-0.067168236,0.2892418,0.28320503,-0.22249126,0.40054178,0.4276638,-0.1243372,-0.10022354
"KENAE",0.15128517,-0.1958437,-0.34292793,0.18478727,-0.47173214,0.16170788,-0.4824133,-0.4602623,-0.8382349,0.043064117,-0.40848827,0.044231415,0.16709614,-0.07307911,0.07331848,-0.25271702,-0.076491356,-0.049521446,0.14647675,-0.35831547,-0.42724228,0.25311852,-0.058880806,-0.015947342,-0.1293726,0.26353502,0.47202492,0.45647717,-0.5534353,-0.733778,-0.1714201,0.6593771,-0.28882885,-0.099746704,0.1401293747,-0.1994524,-0.28743362,0.35583305,-0.7965994,0.03438568,-0.65915966,0.48048973,0.40200806,-0.17355537,0.3287201,-0.4028473,0.33456993,0.44456387,-0.42135048,0.6432543,0.93063354,0.17770576,0.13241291,0.46170712,0.5891533,0.4856329,0.23606873,-0.019814491,-0.33268738,0.1193037,0.65150356,-0.22426319,0.18404484
"NKG7",0.11586475,1.5185194,0.9431715,0.13809967,0.05521393,0.47928715,0.98259544,0.6045332,0.38573647,-0.5513334,-0.035765648,1.0575562,0.8660879,0.09859085,0.7274885,0.27748013,0.5027914,-0.13759995,0.5444622,1.0470285,-0.06437111,0.5569267,-0.9929209,-0.3181572,1.1061668,-0.47327805,-0.853714,-0.817009,-0.45938015,-0.3026924,-0.7596321,-1.3931446,0.37452602,-0.30662918,-0.9170666,-1.7681198,-0.11720848,0.2700634,-0.20924568,-0.6729202,0.6746464,0.15356445,-0.8753681,-0.47349262,0.24851704,1.0592289,-0.65610886,-0.31061935,-0.29431057,-1.5061083,1.1128445,-0.61145306,-0.1157834065,0.587163,0.2178564,0.06798744,-0.2692442,0.24101734,-0.03439808,-0.19495583,-0.83703804,0.6338091,-0.11704922
"SFRS2IP",0.06808853,-0.3183174,-0.04541111,-0.3246851,0.101346016,-0.20992374,-0.31468868,-0.26099205,-0.18943787,-0.41744137,0.36286545,0.07940197,-0.06117153,0.04036331,-0.3147545,-0.096580505,0.060022354,0.24194622,-0.08704281,0.2067442,0.15837574,-0.2422533,-0.36421967,-0.15939808,0.11229038,0.01577282,0.048877716,-0.3031664,0.79677963,0.34818077,-0.059464455,-0.09897041,-0.42795086,-0.012589455,0.051869392,0.5229664,-0.23260021,0.11034393,-0.44034863,-0.26808548,0.000377655,-0.2296972295,-0.030344963,0.23421955,-0.34411144,0.6007681,0.1621046,0.20000648,0.35616398,0.45081806,0.7272968,-0.049773216,-0.28237343,-0.3306446,0.3680992,-0.09013939,0.14313602,0.52424526,0.20325756,-0.19727993,0.13473701,0.017597198,-0.4427557
"COQ10B",-0.6210928,-0.026338577,0.22069454,-0.96399784,-0.1996088,0.040333748,-0.08665466,-0.23938465,0.018637657,-0.36215973,0.05288601,-0.061447144,-0.6690092,0.20459366,-0.029806137,0.7311001,0.33989048,0.28427315,0.14261723,0.06216526,-0.0978905681,0.24676228,-0.17903328,-0.41017056,-0.5029259,-0.27692223,-0.8942251,-0.25358295,-0.09652138,-0.08024883,0.1292057,0.5247898,-0.17595577,0.11526775,-0.8264227,0.50109863,-0.3472147,-0.23270512,0.3692255,-0.5531206,-0.1402483,0.36576176,0.66916084,0.054276466,-0.30691338,0.4225893,0.22542667,-0.004869461,-0.02805996,0.658494,0.80014133,0.41243744,0.3505764,0.19481468,-0.33396816,-0.3406067,0.3614111,-0.20910549,0.57858753,0.20902634,0.4890375,0.0099926,-0.03329277
"FCHSD1",0.5853133,0.24723339,-0.0377841,0.4969039,-0.61982155,-0.34975052,-0.41952085,-0.2726879,-0.7675986,-0.0898242,-0.2050004,0.28683186,0.24664497,-0.10062647,0.41429138,0.28501987,-0.061572075,0.042335033,0.43079138,-0.41742134,-0.21236801,0.11398888,0.20113468,-0.16725445,0.13722515,0.6476002,0.47509813,0.42038107,-0.16431713,-0.454566,-0.27321196,-0.079444885,-0.0786754156,-0.070990086,0.31510973,-0.2769866,-0.21253967,-0.33450365,-0.58546114,-0.05405569,-0.9499769,0.2499342,-0.027861118,0.20637894,0.008929253,-0.3373127,0.46985626,0.22965717,-0.3194723,0.2292943,0.15492725,0.44057465,0.28523254,0.03843546,0.32633305,-0.25087452,-0.08024979,0.1901536,-0.2514658,0.2787943,0.38450813,-0.1946783,0.08031845
"POU2F1",0.08948851,0.113799095,-0.23593473,0.4201646,-0.4200945,-0.19307137,0.000178337,-0.34991837,-0.437603,-0.19520855,-0.100465775,0.19584179,0.271183,-0.05163622,0.16001701,-0.11778259,0.050423622,0.27173615,0.24504852,-0.3312149,-0.21814728,-0.1051012999,-0.031508446,-0.050491333,0.25633717,0.22408581,0.4311428,0.6059103,0.004477501,-0.28953457,-0.039783478,0.089987755,-0.25387573,-0.15793896,0.069750786,0.05796528,-0.16992474,-0.074884415,-0.58967304,-0.13859797,-0.6231365,-0.02547884,0.108356,0.18244076,0.24461079,-0.36153603,0.6298084,0.15771008,-0.3741827,0.20017672,0.5864639,0.15604687,-0.09199238,-0.18354654,0.27084064,0.09597778,-0.024820805,0.14352703,-0.10542202,0.03528261,0.4356699,-0.041329384,-0.21945333
"CLOCK",0.0530648737,-0.4204626,-0.40785837,0.24678469,0.15093946,0.39652205,0.41790533,0.05897379,-0.2380662,0.24165487,-0.46669054,-0.18437815,0.06066847,-0.2626729,-0.14411211,-0.2957034,-0.5612645,-0.48306513,0.06812525,-0.80734587,-0.31263018,-0.21290636,0.16095209,0.20484304,-0.22453547,0.061122894,0.063081264,-0.17780542,1.0831008,0.47981024,0.36251497,0.545979,0.25188017,0.4000926,0.8564801,0.6800122,0.6239457,0.6019683,0.2566991,-0.03776312,0.418056,-0.45403385,-0.46556568,-0.55649805,-0.24013948,-0.9826703,0.17949629,-0.20678377,-1.2352662,-0.05681753,-0.1344943,0.373878,-0.17457628,-0.10868788,0.7429757,-0.53684855,0.25209093,0.27104044,-0.4586749,0.15587282,0.54425,-0.12766981,-0.08803892
"BET1L",0.3013134,0.10605049,-0.08269882,0.26793766,-0.34374905,-0.27933884,-0.2311287,-0.049526215,-0.15985298,-0.22318935,-0.12278271,0.21362686,0.082448006,-0.001965523,0.24236202,0.051877975,0.07500458,-0.16386414,0.3783512,-0.04733467,-0.021918297,-0.2440157,0.0760132793,0.06587601,0.021780968,0.5106926,0.34308434,0.12690163,-0.06995773,-0.45552826,-0.11476612,-0.2617998,0.07859993,-0.04866314,0.04918194,-0.38631248,-0.26394272,0.47324467,-0.3984642,0.22665215,-0.26656055,-0.04122448,-0.12301636,0.34571743,0.34233284,-0.16420555,0.21076488,-0.1768961,0.11534023,0.116550446,0.2874012,0.07404518,0.13728237,-0.15851021,0.1379528,-0.32497215,-0.032527924,0.11114502,-0.34753513,0.04720688,0.2843933,-0.12908459,0.034939766
"BMP1",0.47300434,0.06500816,-0.025473118,0.47843456,-0.117797375,-0.2654333,-0.07315111,0.1789918,-0.47523546,-0.035191536,-0.09881735,0.20288372,0.16069269,-0.004789829,0.29955435,0.011368752,-0.11157274,-0.12895966,0.43722677,-0.31395292,-0.08393431,0.06824255,-0.10807657,-0.3728671,0.23011541,0.38648844,0.46218252,0.25623512,-0.20926905,-0.3877368,-0.28125238,-0.14199686,-0.14135456,0.07692766,0.2086711,-0.23023415,-0.26504517,-0.054098606,-0.57077885,-0.1350832,-0.29527998,0.2681055,0.1924963,0.043867588,0.35614252,-0.32986784,0.06317663,0.018158436,-0.52746487,0.01825285,-0.18662548,0.20950508,0.1332736,0.109071255,0.15628195,-0.15775442,0.0503101348,0.30852795,-0.2154212,0.34368944,0.27166653,-0.18660879,0.19313288
"CTSL2",0.56057596,0.028513908,-0.2405258205,0.3542657,-0.36542368,-0.25522327,-0.20490694,-0.04604578,-0.60586023,-0.1569581,-0.4798031,0.040756702,0.1941781,0.002331257,0.3346467,-0.051338196,-0.10258579,0.053052902,0.40535688,-0.3570199,-0.264297,-0.02827406,0.056841373,-0.06416845,-0.02665329,0.66283846,0.5552325,0.22495651,0.035202503,-0.20643091,-0.010252476,0.13257837,-0.04730606,0.021134853,0.39424562,0.100786686,-0.12566996,-0.18246984,-0.23635435,0.20061779,-0.15573645,0.111720085,0.04819107,0.17035866,-0.06945753,-0.73848677,0.20318413,-0.053681374,-0.4026475,0.1545906,0.23315954,0.3103614,-0.11631584,-0.058138847,0.23337317,-0.391613,0.2015729,0.30547476,-0.42099762,0.37213898,0.12384462,-0.04934168,-0.11177778
"HIST1H3F",0.1116848,0.19347954,-0.2958641,0.33072233,-0.6909065,-0.43924809,-0.55978966,-0.2890854,-0.3241377,-0.00537777,-0.21153831,0.36875534,0.50707436,-0.2896862,0.17135859,-0.38194418,-0.2790184,0.12667751,0.2267437,-0.37732506,-0.5990982,-0.1010735989,-0.3424282,-0.15982151,-0.06863737,0.18222237,0.59110546,0.27166176,0.21274948,-0.349288,0.20570278,0.35933304,-0.31670713,0.3656187,0.59417343,0.08234501,-0.039559364,0.21442604,-0.26334476,-0.29945517,-0.22711945,0.2019186,-0.24672747,0.62602806,0.7097769,-0.68356705,0.18807411,-0.19647169,-0.9496956,0.50512886,-0.07364941,0.07109928,0.24588394,-0.19931412,0.26417923,-0.34915733,0.001105309,0.5718012,-0.29117012,0.15256596,0.8246412,-0.03610134,0.6582384
"PIPOX",0.69888735,0.08656502,-0.15535116,0.671093,-0.70061016,-0.3575878,-0.43197346,-0.23031378,-0.6071887,-0.006835461,-0.17262554,0.118385315,0.21161747,-0.2176013,0.25088215,-0.019086361,-0.17155981,0.07833195,0.46607876,-0.5188756,-0.179889058,0.04201889,0.11217737,-0.17739916,-0.14272785,0.7453675,0.6002846,0.4146943,-0.20517111,-0.4105754,-0.23797655,-0.106891155,-0.075081825,0.25063562,0.3813448,-0.2029891,-0.1595788,-0.049425602,-0.34488726,0.060622215,-0.6026988,0.13959122,0.16862726,0.13818645,0.1484189,-0.8057556,0.22400331,0.007515907,-0.55851984,0.25154972,-0.20095158,0.43536282,0.18073654,-0.061466217,0.4220233,-0.24676514,0.24801779,0.31480837,-0.24451447,0.41264057,0.4303789,-0.05538988,0.14699745
"C3orf39",0.37070608,0.21090126,-0.1706171,0.34044552,-0.5204792,-0.28145504,-0.21005535,0.025603294,-0.29399395,0.04842186,0.033270836,0.08804369,0.4059744,-0.18765306,0.2727108,-0.08132076,-0.0170598561111111,-0.13033247,0.28941154,-0.01471138,0.05764103,-0.08305168,0.116083145,-0.18999195,0.119446754,0.5744901,0.46402025,0.33134747,-0.21907139,-0.46780872,-0.07686424,-0.46334505,-0.18897963,-0.10147858,0.52686024,-0.4596467,-0.1348238,0.2630787,-0.4192791,0.33101654,-0.5334568,0.15433502,-0.16011381,0.5326328,0.29829597,-0.2277174,0.24760723,0.22934914,-0.25091457,-0.0683012,0.2769575,0.10541248,0.09401417,-0.116583824,0.06377792,-0.19284153,-0.15642262,0.032855034,-0.40051842,-0.024697304,0.074613094,-0.25291348,0.31585598
"VPS13D",0.7045412,0.2732029,-0.1862688,0.5040889,-0.7718024,-0.05435562,-0.37458515,-0.15570784,-0.5500417,-0.20875168,-0.3855977,0.36727238,0.12408066,-0.008847237,0.4826312,0.15390062,-0.314466,0.26633787,0.45070887,-0.5669317,-0.14477015,-0.20707417,0.16548729,-0.39459944,0.3113413,0.64275837,0.6968818,0.43593597,-0.2524104,-0.3267932,-0.24875593,-0.05717659,-0.041152477,0.1510992,0.38987398,-0.087048054,-0.103004456,-0.15255737,-0.67931557,0.12895966,-0.60506344,0.24969482,0.1557703,0.1578865,0.29757977,-0.93090343,0.23756218,0.044146114,-0.71929693,0.03827238,0.114245415,0.32821798,0.046803474,-0.003721237,0.46751165,-0.27515364,0.08441591,0.27974987,-0.32763004,0.2842145,0.46934938,-0.12026882,-0.052977562
"ABCA5",0.49881172,0.107287884,-0.14546824,0.41305304,-0.40738487,-0.16913271,-0.5003524,-0.07695675,-0.5076132,0.12763691,-0.10134888,0.32116032,0.32080364,-0.008952618,0.53926086,-0.019731522,-0.02913618,-0.091137886,0.4009261,-0.25785446,-0.0858038891,-0.039280415,0.065488815,-0.21211338,0.030756474,0.67686224,0.65598965,0.29950953,-0.18866825,-0.32244682,-0.35241985,0.01447916,-0.06521273,0.028351784,0.30750465,-0.21793222,-0.14355373,-0.3581295,-0.5945134,0.03203869,-0.9061842,-0.034721375,0.21467161,0.094316006,0.11264467,-0.3008213,0.3039999,0.06640959,-0.3468151,0.2512746,0.10376072,0.39100838,0.1850133,-0.007586002,0.30110312,-0.11763859,0.090344906,0.22023582,-0.39104033,0.1491046,0.22576094,-0.2743287,-0.07789278
"MAP3K8",-0.72005177,-0.26111412,0.049256325,-0.95050716,-0.18585777,-0.24221802,-0.5258789,-0.15821362,0.41192436,-0.44572067,-0.09098053,-0.46143723,-0.4368105,0.21620941,-0.31747723,0.31766224,0.20099926,-0.28519154,-0.32575893,0.26209927,0.11718941,0.24774837,-0.51366425,-0.44750595,-0.00806427,-0.43889236,-0.51053333,-0.34850407,-0.2439413,0.24440002,0.172556769666667,0.67489433,-0.27581882,0.001065254,-0.6824169,1.0414639,0.19732666,-0.11859512,0.269269,-0.14009953,0.48735714,0.43336105,0.7544317,0.01351738,-0.039725304,0.4434662,-0.37056732,-0.3284235,0.283741,0.2619667,0.11662865,0.08390808,0.50583744,0.67452717,-0.50771236,0.3596325,0.4901266,-0.4765463,0.9950113,-0.10505009,0.04502678,0.4317665,0.35620308
"KDELR3",0.5314398,0.25607252,-0.12923479,0.5939059,-0.7232642,-0.2560358,-0.6006155,-0.09451532,-0.55052567,0.051430225,-0.41679668,0.32222223,0.11279106,-0.001605034,0.31128454,0.14526272,-0.089226246,0.07693291,0.47008753,-0.5843539,-0.21095371,-0.055446148,0.1477623,-0.13919067,0.16995478,0.5730996,0.61059904,0.35044146,-0.1791358,-0.18697214,-0.16443491,-0.049358368,-0.09876442,0.23445654,0.29774666,-0.09523535,-0.16757059,-0.17728996,-0.39031982,0.19438219,-0.44300604,0.1245759958,0.058670044,0.12456846,0.2503152,-0.7263031,0.13464975,-0.016293049,-0.77944326,0.09290838,0.23570633,0.36666965,0.08934212,-0.00717926,0.26394415,-0.1233263,0.14615393,0.16547251,-0.3500986,0.3944106,0.4895296,-0.2835741,-0.09951639
"POLA1",0.47656536,0.059165478,-0.1295681,0.49675798,-0.5040169,-0.21613216,-0.24009228,-0.22536802,-0.27080345,-0.09763098,0.001190186,0.37369537,0.21281004,0.06516647,0.23284435,0.016555786,0.023393631,-0.08407879,0.3267312,-0.2052526945,0.07780552,-0.24714947,-0.046195984,-0.110980034,0.37195778,0.67505836,0.27938795,0.4113412,-0.08929443,-0.24148655,-0.10694885,-0.34310532,0.13194847,-0.10365534,0.16746473,-0.20736456,-0.2242794,-0.2337904,-0.5358801,-0.120604515,-0.6980448,0.14627075,-0.015314102,0.39566898,-0.023011684,-0.15625763,0.34605408,0.137815,-0.31671906,-0.059078217,0.06882095,0.13099623,-0.04020405,0.00843811,0.09671497,-0.1585989,0.05991459,0.3825035,-0.3709917,0.15834379,0.27734804,-0.005180359,0.015546799
"FADS3",0.6100488,0.16139364,-0.21301699,0.44219255,-0.33235788,-0.30046177,-0.3785758,-0.010248184,-0.45776796,0.12865925,-0.31414986,0.23557854,0.2677436,-0.0314126,0.17668295,-0.16171408,-0.09371328,-0.002426148,0.42464685,-0.52265644,-0.06567621,-0.021774769,0.17128086,-0.15332699,0.0343194,0.5194459,0.62552357,0.545794,-0.38384485,-0.33869696,-0.22263145,-0.052448273,0.057284355,0.16587019,0.39918756,-0.12457943,-0.006588459,-0.22764158,-0.44705963,0.14908266,-0.74573183,0.06490278,0.01193428,0.10564184,0.18425226,-0.7304039,0.17238855,0.0370065901111111,-0.43505,0.17033243,-0.02811575,0.33984423,0.26325655,-0.10828304,0.3974166,-0.22202301,0.123624325,0.21533442,-0.4577279,0.18586826,0.24592018,-0.097671986,0.25236273
"PPIL3",0.20720673,-0.119039536,-0.40412903,0.15344429,0.50205326,0.32614517,0.5401449,0.43162918,0.33776855,0.604743,-0.37339115,-0.18661928,0.06759977,-0.2519822,-0.034584045,-0.13914156,-0.47681093,-0.26441288,0.056613922,-0.61260223,-0.04248619,0.089455605,0.06471348,-0.1569891,-0.16985321,0.23481846,0.22312927,-0.017877102,-0.033838272,0.44854736,0.111335754,0.2752819,0.2274208,0.13094616,-0.02726984,0.32775307,0.52501583,-0.5062976,0.72953033,0.48269367,0.29603672,-0.025737286,0.031779766,-0.26545954,-0.07536268,-1.2355261,-0.05478096,-0.25684118,-0.8510523,-0.14305449,-0.20916271,0.27848816,0.057290077,-0.21887302,0.16414165,-0.23179245,-0.12018061,-0.025115013,-0.347949264,0.15060997,0.21045923,-0.33068657,0.11903572
