"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"SLC22A2",0.0493625813570513,0.017551240384127,0.536543341968158,0.593332339251705,0.917026502532629,-6.33188412781567,"NOT"
"PYY",0.0493906240413462,-0.0623004206714286,0.536331933082069,0.593477616153971,0.917062380866989,-6.3319960332123,"NOT"
"C12orf59",0.051173054275,-0.0702664868,0.536263492630214,0.593524650935972,0.917062380866989,-6.33203225153557,"NOT"
"AGBL4",0.0542230007393163,-0.0135571103280423,0.536202194237977,0.593566778914118,0.917062380866989,-6.33206468642891,"NOT"
"ZNF75",-0.0338624346775641,-0.0482513579873016,-0.536142948396421,0.593607497584416,0.917062380866989,-6.33209603176035,"NOT"
"MARK1",0.0510248425628205,-0.079730350115873,0.536057615798428,0.593666147540328,0.917062380866989,-6.3321411728365,"NOT"
"OR6Y1",0.0532580177416667,-0.0630796696634921,0.536036721598228,0.593680508748184,0.917062380866989,-6.33215222481503,"NOT"
"FGB",0.0490178399871795,-0.0206035481984127,0.536006719927485,0.593701130076788,0.917062380866989,-6.33216809343944,"NOT"
"NBR1",0.042713436713141,-0.0518062163888889,0.535874306663985,0.593792146924833,0.917077097861045,-6.33223811956454,"NOT"
"LOC651503",0.0552120431698718,-0.0601245738746032,0.535849213959451,0.593809395621913,0.917077097861045,-6.33225138778888,"NOT"
"OR1E1",0.0461370170833334,-0.0239186125079365,0.53576498642952,0.593867295245402,0.917090271550302,-6.33229592012483,"NOT"
"SP6",0.0491237726852564,-0.0530135208555556,0.535636377064591,0.593955708888811,0.917095665517761,-6.33236390440161,"NOT"
"SYT4",0.0485987843383333,-0.040225570891746,0.535563377181107,0.594005896041344,0.917095665517761,-6.33240248571669,"NOT"
"MXRA8",0.0551078905858262,-0.0387224085837743,0.535535425444384,0.594025113282893,0.917095665517761,-6.33241725716498,"NOT"
"F2RL2",0.0500056956121795,-0.0489463793174603,0.535369106645442,0.594139465981429,0.917095665517761,-6.33250513462994,"NOT"
"KIF25",0.0367747784177351,-0.00463682335449736,0.535235444706506,0.594231372871961,0.917095665517761,-6.33257573765512,"NOT"
"CCL20",0.0389613696488604,-0.0150980324673721,0.53499250296801,0.594398438333932,0.917095665517761,-6.33270401979657,"NOT"
"MYH16",0.0445870319294872,0.00635230087301587,0.534946961375462,0.594429758685037,0.917095665517761,-6.33272806099993,"NOT"
"FLJ25444",0.0509728083823718,0.00454912674444445,0.534892514727949,0.594467204327676,0.917095665517761,-6.33275680047904,"NOT"
"TCL1B",0.0545532851574075,-0.0393720058694885,0.534879568602066,0.594476108178595,0.917095665517761,-6.33276363362111,"NOT"
"MRPL50",-0.0576572865641026,-0.00351960984325397,-0.534850254787907,0.594496269330602,0.917095665517761,-6.33277910524663,"NOT"
"MAGEA6",0.0503867658247863,0.0425121229153439,0.534720371800407,0.594585602751424,0.917095665517761,-6.33284764646211,"NOT"
"H2AFB2",0.0418102384793448,-0.0597429425008818,0.534714714711656,0.594589493835285,0.917095665517761,-6.33285063141826,"NOT"
"GADL1",0.0533291442346154,-0.0458313344190476,0.53469530081041,0.594602847281337,0.917095665517761,-6.33286087490211,"NOT"
"RELA",0.0411844662638889,0.0163499660740741,0.534662413099748,0.594625468725085,0.917095665517761,-6.33287822681882,"NOT"
"ARL6",0.0530962325320513,-0.0169033285873016,0.534655440613954,0.594630264723053,0.917095665517761,-6.33288190544282,"NOT"
"CYLC2",0.0437425557510684,-0.0232132303862434,0.534587504361266,0.594676995362899,0.917095665517761,-6.33291774554056,"NOT"
"ARHGEF6",-0.0467248231865385,-0.00205762181904762,-0.534418563492996,0.59479321048557,0.917095665517761,-6.33300685153463,"NOT"
"GLOXD1",0.0499154647952279,-0.00859875590652557,0.53435807670711,0.59483482217374,0.917095665517761,-6.33303874783301,"NOT"
"ODZ2",0.0541136131762821,0.00635055626984127,0.53434793860618,0.59484179678038,0.917095665517761,-6.33304409357427,"NOT"
"OR4S2",0.0524502140474359,-0.0230469257920635,0.534324115058746,0.594858186575339,0.917095665517761,-6.33305665514855,"NOT"
"C9orf89",0.0437293187025641,0.0337290846253968,0.534234880110204,0.594919579075792,0.917114199245802,-6.33310370162072,"NOT"
"TEKT3",0.0484708977742165,-0.00872955472310405,0.534160267464341,0.594970913889689,0.917117226488661,-6.33314303293853,"NOT"
"HSD17B3",0.047832869025641,-0.0445500899007936,0.534043008819193,0.595051594079342,0.917117379687332,-6.33320483366693,"NOT"
"OR1G1",0.0510915879512821,-0.0193332507920635,0.534015327862507,0.595070640795904,0.917117379687332,-6.33321942084853,"NOT"
"KHDRBS3",0.0452990094708333,-0.0469762638460317,0.533944864459794,0.595119126547755,0.917117379687332,-6.33325654994125,"NOT"
"SDC1",0.0568487852852564,0.0130844636349206,0.533763292254716,0.595244074578723,0.917165022249024,-6.33335220291223,"NOT"
"TNKS2",0.0445894185942308,-0.0498890904095238,0.53353472816162,0.59540137724588,0.917165022249024,-6.33347256554184,"NOT"
"PPY",0.0494551034814815,-0.0152405772733686,0.533468362004691,0.595447055477401,0.917165022249024,-6.33350750461089,"NOT"
"SLC30A6",0.0483771347517807,-0.045636978707231,0.533424664770195,0.595477132126401,0.917165022249024,-6.33353050706605,"NOT"
"ZNF570",0.0368411197525641,-0.00482265078412698,0.53332443593172,0.595546121950537,0.917165022249024,-6.33358326099935,"NOT"
"TCEAL6",0.0526857702001425,-0.0129430437795414,0.533301539294679,0.595561882757476,0.917165022249024,-6.33359531091885,"NOT"
"CRYGN",0.0422164684467949,-0.0166546007650794,0.533299490277791,0.595563293199393,0.917165022249024,-6.33359638923948,"NOT"
"TLX3",0.0456413951538462,-0.0330534146666667,0.53324890534378,0.595598113860729,0.917165022249024,-6.3336230088878,"NOT"
"PLA2G12B",0.0495254710448718,-0.0680089953174603,0.533159795145761,0.595659456093692,0.917165022249024,-6.3336698958539,"NOT"
"ZNF274",-0.0339746215426282,0.0025404370968254,-0.533112852231592,0.595691772133591,0.917165022249024,-6.33369459260531,"NOT"
"CRYAB",0.0542953121807693,-0.0615231705523809,0.53311084768977,0.595693152101339,0.917165022249024,-6.33369564715037,"NOT"
"C6orf108",0.0429894500525641,0.00932889661587302,0.532798429173215,0.595908245634828,0.917326272969094,-6.33385995555632,"NOT"
"NALP7",0.0467665634948718,0.0146009119492064,0.532696163453848,0.595978661278169,0.917326272969094,-6.33391371880941,"NOT"
"OR9G9",0.0538532371397436,-0.0432086353539683,0.532670686281365,0.595996204333499,0.917326272969094,-6.33392711110604,"NOT"
"KIF19",-0.0416978877294872,-0.010725055868254,-0.53264993224435,0.596010495313,0.917326272969094,-6.33393802017617,"NOT"
"NT5DC3",0.0449611231403846,-0.0107714408952381,0.532598552647585,0.596045875370253,0.917326272969094,-6.33396502533155,"NOT"
"LOC653282",0.0472726346871795,-0.0355059507174603,0.532528409681362,0.596094177487615,0.917326272969094,-6.33400188835823,"NOT"
"FLJ23436",0.0424920612371795,-0.0287849240793651,0.532313868938408,0.596241926669173,0.917359737416761,-6.33411460850268,"NOT"
"GATAD1",0.0234155535730769,-0.0144146346285714,0.53229467529227,0.59625514571448,0.917359737416761,-6.3341246906888,"NOT"
"LOC441178",0.0501903870333333,-0.00211530157460317,0.532028888910741,0.596438212102339,0.917359737416761,-6.33426426794855,"NOT"
"FOXD3",0.0474306198660969,-0.0410515000352734,0.532006138129627,0.596453883433518,0.917359737416761,-6.3342762122705,"NOT"
"C19orf19",0.0531848072814102,0.0203667806920635,0.531944993375486,0.596496002484082,0.917359737416761,-6.3343083111918,"NOT"
"IL13",0.046265265148077,-0.0464161297238095,0.531934619648453,0.596503148476218,0.917359737416761,-6.33431375668355,"NOT"
"TMEM16C",0.0523045403842949,-0.0213374173222222,0.531871631230679,0.596546539208517,0.917359737416761,-6.33434681900108,"NOT"
"RPL23",0.17173402443315,-0.053592399600907,0.531723169298373,0.596648815757481,0.917359737416761,-6.3344247305971,"NOT"
"CC2D1A",0.0386042136314103,0.0211348136587302,0.531626957055062,0.59671510145727,0.917359737416761,-6.3344752104709,"NOT"
"MRPL19",0.0554891121980769,0.0615523909142857,0.53145879525154,0.596830965239091,0.917359737416761,-6.33456341851669,"NOT"
"GLIS2",0.0539528599182692,-0.0210774778809524,0.531379737161471,0.596885440020087,0.917359737416761,-6.3346048782983,"NOT"
"INTS1",-0.0470098412858974,-0.0647678362365079,-0.531365132537882,0.596895503552838,0.917359737416761,-6.33461253661126,"NOT"
"ALX3",0.0480655989019231,-0.0521138347333333,0.531360309045778,0.596898827269034,0.917359737416761,-6.33461506588853,"NOT"
"ZNF554",0.0473680716487179,-0.0426119970603175,0.531223201081545,0.596993307640283,0.917359737416761,-6.33468695117974,"NOT"
"TRAPPC3",-0.0490554977480769,-0.0173796892571429,-0.531213392603794,0.597000066876848,0.917359737416761,-6.33469209302997,"NOT"
"GDF6",0.0488164223448718,-0.0215261837269841,0.531162161361156,0.597035372025139,0.917359737416761,-6.33471894820324,"NOT"
"SEBOX",0.0518408207089744,-0.0590594592873016,0.531154285089795,0.597040799911039,0.917359737416761,-6.3347230766794,"NOT"
"FLJ42117",0.0453021490662393,-0.0152583478994709,0.531145994234083,0.597046513530085,0.917359737416761,-6.33472742240111,"NOT"
"MNS1",0.0476595913981482,-0.0220400580035273,0.531112578284721,0.597069542291925,0.917359737416761,-6.33474493697005,"NOT"
"TSC2",0.0368794505801282,0.010867163031746,0.531026594467725,0.597128800350544,0.917359737416761,-6.33478999933324,"NOT"
"NPAS4",0.0533869508646724,-0.00777431667901235,0.530838144785411,0.597258685077043,0.917359737416761,-6.33488873666198,"NOT"
"BAIAP3",0.0495489304807692,-0.0383523891428571,0.530824368285453,0.597268180736425,0.917359737416761,-6.33489595343159,"NOT"
"LRRC3",0.0496004988461538,-0.00472079195238095,0.530820543343204,0.597270817147729,0.917359737416761,-6.33489795708079,"NOT"
"OXCT2",0.0474136745198718,-0.0113576190698413,0.530758907238327,0.597313301704585,0.917359737416761,-6.33493024242624,"NOT"
"IBSP",0.052343033125,-0.0345554384285714,0.530680212865772,0.59736754623169,0.917359737416761,-6.33497145758719,"NOT"
"RAB38",0.0468403603371795,0.0395311556253968,0.53053318887213,0.59746889693085,0.917359737416761,-6.3350484432678,"NOT"
"RNASE10",0.0599053116551283,-0.051121814368254,0.530445388002546,0.597529426096682,0.917359737416761,-6.33509440805505,"NOT"
"ZNF96",-0.0343183668147436,-0.00590177197460318,-0.530403772895034,0.597558116189711,0.917359737416761,-6.33511619141797,"NOT"
"KIT",0.0406676216467949,0.00955217291111111,0.530349026564555,0.597595860123816,0.917359737416761,-6.3351448457179,"NOT"
"RBMX2",0.0405819737660256,0.00301312311111111,0.530166342476138,0.597721816599938,0.917359737416761,-6.33524044158329,"NOT"
"TENC1",0.049073116175,-0.015696967147619,0.530156029681332,0.597728927402344,0.917359737416761,-6.33524583714154,"NOT"
"C14orf19",0.128482274523077,0.1304791703,0.530124989855233,0.597750329991955,0.917359737416761,-6.33526207626167,"NOT"
"C6orf188",0.0547699536264245,0.00108346863315696,0.529910902291336,0.59789795740065,0.917359737416761,-6.33537405487458,"NOT"
"GOSR1",0.033290239626282,0.00632697066984127,0.529886305609124,0.597914919509409,0.917359737416761,-6.33538691730968,"NOT"
"RPL7A",-0.082222923076923,0.173334294238095,-0.529809126208262,0.597968144617221,0.917359737416761,-6.33542727317938,"NOT"
"C9orf61",0.0514302611267807,-0.0207929028024691,0.529796028588603,0.597977177326189,0.917359737416761,-6.3354341211359,"NOT"
"KLK12",0.0466913945275641,-0.00734797447936508,0.529783385317626,0.597985896755903,0.917359737416761,-6.33544073138161,"NOT"
"EXDL1",0.0451098386495727,-0.0735400195661376,0.529773780904963,0.597992520476936,0.917359737416761,-6.33544575272506,"NOT"
"ODF1",0.0515981422833333,-0.00543601012222222,0.529599763686958,0.598112538035183,0.917401095720553,-6.3355367161281,"NOT"
"OR8B4",0.0502514601854396,-0.0645649408911565,0.529591477586134,0.59811825313693,0.917401095720553,-6.33554104675308,"NOT"
"DOK5",0.0539988487621083,-0.0424943109276896,0.529336877907154,0.598293868356316,0.917498236725621,-6.33567407728187,"NOT"
"TP53TG3",0.0520079533717949,-0.0100366761269841,0.529313727617425,0.598309837917982,0.917498236725621,-6.33568617036184,"NOT"
"CA10",0.0512386840474359,-0.0389378303873016,0.529198935039988,0.598389027197821,0.917498236725621,-6.33574612712567,"NOT"
"YARS2",-0.0244501406653846,-0.00125682028095238,-0.529013988551469,0.598516622146591,0.917498236725621,-6.33584269851988,"NOT"
"ACTBL1",0.0516605481397436,0.00212389390793651,0.528959486348868,0.598554225730976,0.917498236725621,-6.33587115092654,"NOT"
"FMO3",0.0505063706637821,0.0171261835603175,0.52884607740414,0.598632475306207,0.917498236725621,-6.33593034577428,"NOT"
"KRTAP6-1",0.0460997258878205,-0.0665188684920635,0.528821782703039,0.598649238710554,0.917498236725621,-6.33594302498131,"NOT"
"TESSP5",0.050389468423077,-0.0492833222142857,0.528708820958941,0.598727185454153,0.917498236725621,-6.33600197121079,"NOT"
"TAS2R4",0.0457953276416666,-0.045811426668254,0.528652017425997,0.598766383248627,0.917498236725621,-6.33603160797944,"NOT"
"PLEKHG2",0.0420966241301282,-0.00810717602063492,0.528532489816312,0.598848868247493,0.917498236725621,-6.33609396019811,"NOT"
"HSD11B2",0.060401249335577,-0.0803292738238095,0.528371216710649,0.598960169808106,0.917498236725621,-6.33617806701991,"NOT"
"STAG3",0.0378474951458333,0.00917705727777778,0.528350537045754,0.598974442434562,0.917498236725621,-6.3361888499955,"NOT"
"GALNT1",0.0450147493794872,0.00802346959206349,0.528329577986485,0.598988908053351,0.917498236725621,-6.33619977822837,"NOT"
"FLJ45139",0.0503273795814103,-0.0588545271222222,0.528323565894747,0.59899305753603,0.917498236725621,-6.33620291290512,"NOT"
"CAMKK1",0.0516570348814102,0.00471915349206349,0.528297716446254,0.599010898706081,0.917498236725621,-6.33621639028463,"NOT"
"P8",0.0426956801128205,-0.0523352508825397,0.528281372377374,0.599022179434045,0.917498236725621,-6.33622491141406,"NOT"
"IPO13",-0.0314605441564103,-0.0290697764539683,-0.528221561802973,0.599063461720556,0.917498236725621,-6.336256091974,"NOT"
"SCN8A",0.0500176602564103,-0.0261795988412698,0.528211169407984,0.599070634864614,0.917498236725621,-6.33626150939968,"NOT"
"ZNF646",0.04080155465,-0.0357145264904762,0.528048652590611,0.599182814043505,0.917519219424493,-6.33634621363638,"NOT"
"PIGO",-0.0272954165891026,-0.0229735856253968,-0.528019852465277,0.599202694689686,0.917519219424493,-6.33636122164912,"NOT"
"ASB12",0.0510731385416667,-0.0436116487301587,0.527896185556074,0.599288065084543,0.917519219424493,-6.33642565639757,"NOT"
"OR2T4",0.0493803188365385,0.0403789427619048,0.527887173517987,0.599294286542529,0.917519219424493,-6.33643035139687,"NOT"
"KRTAP5-6",0.0517044458283475,0.0178418741675485,0.527833560479421,0.599331298907019,0.917519219424493,-6.3364582805256,"NOT"
"TCERG1L",0.0525046802570513,-0.0311640283396825,0.527735472108441,0.59939901805746,0.917547273130232,-6.33650937131328,"NOT"
"LRRC61",0.0480168171544872,-0.0682186683746032,0.527384180285476,0.599641575191868,0.917774657968267,-6.33669226963923,"NOT"
"ERBB3",0.0491067608487179,-0.00659237218412698,0.527365304393167,0.599654609751129,0.917774657968267,-6.3367020938588,"NOT"
"SIGLEC6",0.0461884742147436,-0.00505880646825397,0.527274628065719,0.599717227212937,0.917774657968267,-6.3367492827482,"NOT"
"KLRC4",0.0480532673429487,-0.0712404900555555,0.527130803158166,0.599816553173394,0.917774657968267,-6.33682411419894,"NOT"
"DUSP4",0.0498139519317308,-0.0127184248238095,0.527040626373545,0.599878833443074,0.917774657968267,-6.33687102244739,"NOT"
"AREG",0.0526116952297008,-0.00388354182010582,0.526862063919963,0.600002165780592,0.917774657968267,-6.33696388375786,"NOT"
"RHCG",0.0505538726044872,-0.0863423542888889,0.526832705299887,0.600022444778848,0.917774657968267,-6.33697914870572,"NOT"
"PRG3",0.0520805435641026,-0.0120162875079365,0.526689271699564,0.600121523806051,0.917774657968267,-6.33705371455247,"NOT"
"TXNDC6",0.0439662573121795,-0.0559264260507936,0.52659691259384,0.600185326322268,0.917774657968267,-6.33710171799339,"NOT"
"KLHDC3",-0.0379742570657051,-0.00898400448412698,-0.526591208126022,0.600189267123719,0.917774657968267,-6.33710468260417,"NOT"
"KRTAP4-14",0.0510535695947294,-0.0353143519188713,0.5265867072825,0.600192376437227,0.917774657968267,-6.33710702166917,"NOT"
"NID1",0.0513012290849359,-0.0496695041349206,0.526478541912414,0.600267102458351,0.917774657968267,-6.33716322868663,"NOT"
"RPLP2",-0.0520014620320513,-0.0600509108412698,-0.526388908489589,0.600329028946422,0.917774657968267,-6.33720979709306,"NOT"
"MYPN",0.0499002237121795,-0.0492880024460318,0.526367303543503,0.600343955945537,0.917774657968267,-6.33722102061284,"NOT"
"P2RY1",0.0510767270210114,-0.0220713960776014,0.526266520555349,0.600413589840348,0.917774657968267,-6.33727337017425,"NOT"
"CNTF",0.0481796511907051,-0.0261032943730159,0.526149378149078,0.600494531622866,0.917774657968267,-6.33733420479186,"NOT"
"INSIG1",-0.0345115178423077,-0.0174358708666667,-0.526082819022528,0.600540524168564,0.917774657968267,-6.33736876442078,"NOT"
"HTR5A",0.0502324902147436,-0.00828486249206349,0.526068724605649,0.600550263659519,0.917774657968267,-6.33737608213686,"NOT"
"BTRC",0.0311154587365385,-0.00048139396190476,0.526038813619098,0.600570932921194,0.917774657968267,-6.33739161105378,"NOT"
"C1orf91",0.0421843433147436,-0.0391130910015873,0.525991604023854,0.600603556635511,0.917774657968267,-6.33741611912502,"NOT"
"OR4M2",0.0489172592541209,-0.0747343907414966,0.525967023567455,0.600620543035927,0.917774657968267,-6.33742887879402,"NOT"
"PKD1",-0.0423882597471154,-0.00504672057619048,-0.525894085373687,0.600670948506627,0.917774657968267,-6.3374667373933,"NOT"
"CLEC4F",-0.0532542539849359,-0.00188169237936508,-0.525675529860582,0.600821997582823,0.917774657968267,-6.33758014754493,"NOT"
"NANP",0.0386097592183048,0.0143845414744268,0.525659325634892,0.60083319741913,0.917774657968267,-6.33758855418174,"NOT"
"C20orf185",0.0510165497884616,-0.0513133842380952,0.525508477811538,0.600937463177998,0.917774657968267,-6.33766680062544,"NOT"
"DGKI",0.0508311097421652,0.00532129825573192,0.525471508305549,0.600963017712163,0.917774657968267,-6.33768597372135,"NOT"
"CPB2",0.0551964936724359,0.00648995394603175,0.525426101280395,0.600994405222614,0.917774657968267,-6.33770952084625,"NOT"
"KCNMB2",0.0495533987525641,-0.0226823391365079,0.52517235423469,0.601169821263249,0.917774657968267,-6.33784107155969,"NOT"
"C3orf57",0.047919461448718,-0.0442261183174603,0.525044975791656,0.601257887243385,0.917774657968267,-6.33790708492504,"NOT"
"DAO",0.0474009472698718,0.00550849900634921,0.524932804812564,0.601335444126774,0.917774657968267,-6.33796520393322,"NOT"
"ARMC6",0.0311063627371795,0.0172166473730159,0.524882407689725,0.601370291039628,0.917774657968267,-6.33799131212144,"NOT"
"LRRC34",0.0402269868084046,-0.00783090017813051,0.524850253584441,0.601392524369118,0.917774657968267,-6.33800796823032,"NOT"
"ULBP1",0.0497401669401709,-0.0123492576402116,0.524713994401336,0.601486746571622,0.917774657968267,-6.33807854045302,"NOT"
"LOC390243",0.0489552143814103,0.00166212944444444,0.524702903855974,0.601494415900149,0.917774657968267,-6.33808428373904,"NOT"
"LPIN3",0.0455609568539886,-0.0323106847213404,0.524700138753138,0.60149632802974,0.917774657968267,-6.33808571564055,"NOT"
"MGC39606",0.0494301234564103,-0.0267880515984127,0.524521623843248,0.601619780959547,0.917774657968267,-6.3381781432967,"NOT"
"C1orf146",0.0550386167485755,-0.0064966282627866,0.524313257687829,0.601763892452191,0.917774657968267,-6.33828598724405,"NOT"
"TMEM81",0.0451554681637821,-0.0604248770587302,0.524301815920444,0.601771806339217,0.917774657968267,-6.33829190792194,"NOT"
"RARB",0.051417095723718,-0.00250313918888889,0.52420823663177,0.601836533797687,0.917774657968267,-6.33834032682215,"NOT"
"LOC401072",0.0495438271983619,-0.0291727581093474,0.524146228884145,0.601879425439461,0.917774657968267,-6.338372405556,"NOT"
"C12orf58",-0.0301467400110399,-0.00562649820458554,-0.52372353621514,0.602171845505109,0.917774657968267,-6.3385909786951,"NOT"
"NXPH1",0.0397625124032051,-0.0645967383111111,0.523723077815154,0.602172162663128,0.917774657968267,-6.33859121563745,"NOT"
"TAOK3",0.0492123231666667,0.00454052465079365,0.523721855011775,0.602173008697337,0.917774657968267,-6.33859184769125,"NOT"
"LOC92196",0.0486060141638176,-0.0617502795679012,0.523710754138686,0.602180689203602,0.917774657968267,-6.3385975855451,"NOT"
"TNFSF11",0.0480713635775641,-0.0570551657079365,0.523636333028991,0.602232181075522,0.917774657968267,-6.33863604944501,"NOT"
"RXRG",0.0501829392621795,-0.0139339926412698,0.523613076708192,0.602248272510441,0.917774657968267,-6.3386480681593,"NOT"
"MED12L",0.0497922280839744,-0.00613032471587302,0.523522781372915,0.602310751230805,0.917774657968267,-6.33869472717911,"NOT"
"CSRP2BP",-0.0365621485798077,0.00115085086190476,-0.523507108562739,0.602321596138498,0.917774657968267,-6.3387028251009,"NOT"
"KRT25C",0.0526830021839744,-0.0239579397253968,0.523444968626403,0.602364595175527,0.917774657968267,-6.33873492957032,"NOT"
"OR13C9",0.0522265898137821,-0.0557378960206349,0.523351785226817,0.602429078039509,0.917774657968267,-6.33878306549697,"NOT"
"SDK2",0.0424596392788462,-0.000338532523809522,0.523309358531397,0.602458438343601,0.917774657968267,-6.33880497912009,"NOT"
"C4BPB",0.0498971136519231,-0.0413519981714286,0.523221405285453,0.602519306225284,0.917774657968267,-6.33885040184619,"NOT"
"C21orf57",-0.0552931223740385,0.0887739938238095,-0.523134618797334,0.602579369429196,0.917774657968267,-6.33889521458756,"NOT"
"C10orf13",0.0419053757288462,-0.0269438309714286,0.522867390616125,0.602764330049857,0.917774657968267,-6.33903315321412,"NOT"
"NHLRC1",0.051949189451567,-0.0109740237178131,0.522850930986317,0.602775723352623,0.917774657968267,-6.33904164710873,"NOT"
"NXF2",0.0550952632646011,-0.0419848745802469,0.522648155918508,0.602916091731202,0.917774657968267,-6.33914626622476,"NOT"
"NEUROG2",0.0476494987799145,-0.0122426013703704,0.522617626273277,0.602937226779669,0.917774657968267,-6.3391620141055,"NOT"
"SERPINA7",0.0486568261621795,-0.0661416819888889,0.522510865365133,0.603011137850641,0.917774657968267,-6.33921707661991,"NOT"
"LOC388389",0.0505750649064103,-0.0473777321365079,0.522400773205407,0.603087359526572,0.917774657968267,-6.33927384556024,"NOT"
"STX1A",-0.0432847842759616,0.00748329575714286,-0.522320984481589,0.603142603561364,0.917774657968267,-6.33931498114099,"NOT"
"KRTAP4-2",0.0522804931608974,-0.0244297939777778,0.522220602516599,0.603212109228528,0.917774657968267,-6.33936672484513,"NOT"
"CLDN2",0.0486660730070513,-0.014497474168254,0.522173816206171,0.603244505884827,0.917774657968267,-6.33939083832711,"NOT"
"DKKL1",0.0499485114732906,-0.0510179191058201,0.522057471355379,0.60332507104051,0.917774657968267,-6.33945079271991,"NOT"
"LOC653762",0.0462669650897436,-0.0547510865873016,0.522007122868309,0.603359937320017,0.917774657968267,-6.33947673400579,"NOT"
"CATSPER3",0.0435230656403846,-0.0479207211333333,0.521870860468661,0.603454303547226,0.917774657968267,-6.33954692867158,"NOT"
"AIG1",0.0265440771073718,-0.00670616457936508,0.521754104367157,0.603535166411982,0.917774657968267,-6.33960706033855,"NOT"
"PKDREJ",0.0478386064490385,-0.0495114239,0.521699250399001,0.603573158856555,0.917774657968267,-6.33963530659324,"NOT"
"C3orf15",-0.042889929375,-0.0162115872857143,-0.521692164044651,0.603578067021458,0.917774657968267,-6.3396389553937,"NOT"
"USP21",-0.0440466564305555,-0.00167192724867725,-0.521666819758597,0.603595621181561,0.917774657968267,-6.33965200489523,"NOT"
"POLN",0.0440476219294872,-0.0335503489365079,0.52160519672685,0.603638303992284,0.917774657968267,-6.33968373131134,"NOT"
"LOC441282",0.0488006647070513,-0.0283977209968254,0.521510461142962,0.60370392471119,0.917774657968267,-6.33973249836605,"NOT"
"IRX2",0.048392093361218,-0.0170725032365079,0.521478349427629,0.60372616835189,0.917774657968267,-6.33974902652617,"NOT"
"DLEU7",0.040357585100641,-0.0254636161079365,0.521381957522684,0.603792940851639,0.917774657968267,-6.33979863415781,"NOT"
"CSAG3A",0.0527519624049145,-0.0356430907037037,0.521379630149154,0.603794553109336,0.917774657968267,-6.33979983181698,"NOT"
"DEC1",0.0473491452032051,-0.0239036711063492,0.521371291701262,0.603800329476731,0.917774657968267,-6.33980412271275,"NOT"
"SAS-ZFAT",0.0492057991769231,-0.00240898600952381,0.521315126176698,0.603839238182821,0.917774657968267,-6.33983302325012,"NOT"
"C21orf100",0.0494116811198718,-0.0596718644079365,0.521282636042663,0.603861746271382,0.917774657968267,-6.3398497399665,"NOT"
"SLC5A4",0.0489872103262821,-0.0931733456253968,0.521145212017861,0.603956953344301,0.917774657968267,-6.33992043549207,"NOT"
"TM7SF4",0.051680287600641,-0.0738403177174603,0.521110229625769,0.603981190171819,0.917774657968267,-6.33993842865521,"NOT"
"SOX18",0.0447122569849359,-0.0751356185253968,0.521053304221171,0.60402063071667,0.917774657968267,-6.33996770562695,"NOT"
"AGGF1",-0.0327141215096154,0.00125610092857143,-0.52101948882027,0.60404406014526,0.917774657968267,-6.33998509552596,"NOT"
"Septin 10",0.0491793416044872,0.0172614770349206,0.520778968083186,0.604210720018527,0.917774657968267,-6.34010875335779,"NOT"
"CRADD",-0.0352109721346154,-0.00143326204761905,-0.520756646834665,0.604226187765123,0.917774657968267,-6.34012022640788,"NOT"
"PTH",0.0462194917403846,-0.0518600059761905,0.520739265386571,0.604238232550312,0.917774657968267,-6.34012916007863,"NOT"
"GATA5",0.0502036191628205,-0.0438641347396825,0.520736944377937,0.604239840943076,0.917774657968267,-6.34013035300212,"NOT"
"SAV1",-0.0337101008464744,0.0141080428206349,-0.520659664464395,0.604293394840076,0.917774657968267,-6.34017006937133,"NOT"
"LOC152667",0.0449114939615385,-0.0284345700952381,0.520596083659233,0.604337457079953,0.917774657968267,-6.34020274099101,"NOT"
"DNTT",0.0491452792232906,-0.0263991356455026,0.520521884948964,0.604388879515791,0.917774657968267,-6.34024086372113,"NOT"
"APBA2BP",0.039917658826282,0.0232629552793651,0.520463019473762,0.604429676883579,0.917774657968267,-6.34027110451812,"NOT"
"MET",0.0468384263833334,-0.028865556584127,0.520427971163149,0.604453968102372,0.917774657968267,-6.34028910817813,"NOT"
"C9orf153",0.0515933939653846,-0.0739676605571429,0.520407415081911,0.604468215281771,0.917774657968267,-6.34029966689214,"NOT"
"TSPAN8",0.0407828440217949,0.00454786467301587,0.520398577816972,0.60447434033405,0.917774657968267,-6.34030420606176,"NOT"
"ZNF44",0.0497669792621795,-0.0359498666888889,0.520240858088445,0.604583659665257,0.917774657968267,-6.34038520430815,"NOT"
"LCE1A",0.0499901685020032,-0.0276180285099206,0.520239902570944,0.604584321985013,0.917774657968267,-6.34038569494769,"NOT"
"NXN",0.0433314643974359,0.00868501636507936,0.520044397503524,0.604719843893934,0.917774657968267,-6.34048606417487,"NOT"
"WNK3",0.0419854286942308,-0.0136500612571429,0.520029597874437,0.604730103397053,0.917774657968267,-6.34049366054816,"NOT"
"KCNK18",0.0467753177205128,-0.0393073421015873,0.520010283945587,0.604743492454879,0.917774657968267,-6.3405035737047,"NOT"
"GMEB2",-0.0413707987147436,-0.0763502985674603,-0.519998378948818,0.604751745462284,0.917774657968267,-6.34050968393653,"NOT"
